LSOA11CD,LSOA11NM,crime_sum
E01004486,Wandsworth 026F,79
E01004487,Wandsworth 030C,54
E01004488,Wandsworth 029B,66
E01004489,Wandsworth 030D,71
E01004490,Wandsworth 031A,74
E01004491,Wandsworth 031B,74
E01004492,Wandsworth 031C,132
E01004493,Wandsworth 019A,114
E01004494,Wandsworth 018A,198
E01004495,Wandsworth 024A,85
E01004496,Wandsworth 024B,209
E01004497,Wandsworth 024C,67
E01004498,Wandsworth 031D,73
E01004499,Wandsworth 020A,84
E01004500,Wandsworth 014A,56
E01004501,Wandsworth 014B,61
E01004502,Wandsworth 020B,77
E01004503,Wandsworth 014C,78
E01004504,Wandsworth 020C,62
E01004505,Wandsworth 014D,50
E01004506,Wandsworth 011A,167
E01004507,Wandsworth 014E,131
E01004508,Wandsworth 012A,144
E01004509,Wandsworth 010A,587
E01004510,Wandsworth 012B,92
E01004511,Wandsworth 010B,118
E01004512,Wandsworth 019B,74
E01004513,Wandsworth 018B,244
E01004514,Wandsworth 012C,165
E01004515,Wandsworth 012D,73
E01004516,Wandsworth 036A,63
E01004517,Wandsworth 037A,150
E01004518,Wandsworth 036B,91
E01004519,Wandsworth 036C,75
E01004520,Wandsworth 036D,65
E01004521,Wandsworth 037B,78
E01004522,Wandsworth 037C,87
E01004523,Wandsworth 036E,105
E01004524,Wandsworth 037D,112
E01004525,Wandsworth 035A,864
E01004526,Wandsworth 035B,127
E01004527,Wandsworth 035C,99
E01004528,Wandsworth 035D,191
E01004529,Wandsworth 035E,85
E01004530,Wandsworth 035F,80
E01004531,Wandsworth 033A,101
E01004532,Wandsworth 032A,52
E01004533,Wandsworth 033B,70
E01004534,Wandsworth 008A,213
E01004535,Wandsworth 007A,172
E01004536,Wandsworth 008B,169
E01004537,Wandsworth 007B,155
E01004538,Wandsworth 007C,105
E01004539,Wandsworth 003A,169
E01004540,Wandsworth 003B,218
E01004541,Wandsworth 007D,170
E01004542,Wandsworth 021D,53
E01004543,Wandsworth 027A,141
E01004544,Wandsworth 021E,98
E01004545,Wandsworth 027B,199
E01004546,Wandsworth 027C,58
E01004547,Wandsworth 029C,44
E01004548,Wandsworth 029D,237
E01004549,Wandsworth 027D,121
E01004550,Wandsworth 017D,95
E01004551,Wandsworth 012E,592
E01004552,Wandsworth 008C,441
E01004553,Wandsworth 015A,87
E01004554,Wandsworth 009A,69
E01004555,Wandsworth 017E,86
E01004556,Wandsworth 009B,61
E01004557,Wandsworth 015B,104
E01004558,Wandsworth 015C,79
E01004559,Wandsworth 015D,68
E01004560,Wandsworth 001A,253
E01004562,Wandsworth 002B,357
E01004563,Wandsworth 002C,157
E01004564,Wandsworth 002D,181
E01004565,Wandsworth 005A,77
E01004566,Wandsworth 001B,112
E01004567,Wandsworth 002E,143
E01004568,Wandsworth 013A,101
E01004569,Wandsworth 023A,211
E01004570,Wandsworth 023B,244
E01004571,Wandsworth 023C,181
E01004572,Wandsworth 016A,127
E01004573,Wandsworth 023D,159
E01004574,Wandsworth 013B,137
E01004575,Wandsworth 013C,100
E01004576,Wandsworth 013D,102
E01004577,Wandsworth 003C,100
E01004579,Wandsworth 004B,141
E01004580,Wandsworth 004C,174
E01004581,Wandsworth 004D,103
E01004582,Wandsworth 001C,122
E01004583,Wandsworth 001D,128
E01004584,Wandsworth 003D,93
E01004585,Wandsworth 008D,130
E01004586,Wandsworth 009C,111
E01004587,Wandsworth 009D,107
E01004588,Wandsworth 008E,425
E01004589,Wandsworth 009E,90
E01004590,Wandsworth 005B,128
E01004591,Wandsworth 005C,174
E01004592,Wandsworth 005D,119
E01004593,Wandsworth 025A,153
E01004594,Wandsworth 020D,51
E01004595,Wandsworth 025B,107
E01004596,Wandsworth 020E,81
E01004597,Wandsworth 025C,75
E01004598,Wandsworth 025D,98
E01004599,Wandsworth 025E,38
E01004600,Wandsworth 018C,640
E01004601,Wandsworth 018D,140
E01004602,Wandsworth 010C,104
E01004604,Wandsworth 006A,40
E01004605,Wandsworth 006B,80
E01004606,Wandsworth 006C,138
E01004607,Wandsworth 006D,91
E01004608,Wandsworth 006E,121
E01004609,Wandsworth 010E,673
E01004610,Wandsworth 033C,122
E01004611,Wandsworth 032B,103
E01004612,Wandsworth 032C,134
E01004613,Wandsworth 033D,259
E01004614,Wandsworth 034A,107
E01004615,Wandsworth 034B,126
E01004616,Wandsworth 034C,183
E01004617,Wandsworth 034D,429
E01004618,Wandsworth 032D,86
E01004619,Wandsworth 015E,74
E01004620,Wandsworth 019C,98
E01004621,Wandsworth 019D,107
E01004622,Wandsworth 024D,210
E01004623,Wandsworth 019E,88
E01004624,Wandsworth 024E,107
E01004625,Wandsworth 027E,53
E01004626,Wandsworth 027F,399
E01004627,Wandsworth 019F,84
E01004628,Wandsworth 022A,103
E01004629,Wandsworth 020F,87
E01004630,Wandsworth 022B,103
E01004631,Wandsworth 022C,97
E01004632,Wandsworth 028A,41
E01004633,Wandsworth 022D,83
E01004634,Wandsworth 028B,66
E01004635,Wandsworth 028C,73
E01004636,Wandsworth 028D,49
E01004637,Wandsworth 028E,46
E01004638,Wandsworth 011B,73
E01004639,Wandsworth 011C,148
E01004640,Wandsworth 011D,61
E01004641,Wandsworth 011E,70
E01004642,Wandsworth 016B,75
E01004643,Wandsworth 016C,102
E01004644,Wandsworth 016D,222
E01004645,Wandsworth 016E,118
E01004646,Westminster 002A,117
E01004647,Westminster 001A,141
E01004648,Westminster 002B,153
E01004649,Westminster 001B,139
E01004650,Westminster 002C,112
E01004651,Westminster 003A,88
E01004652,Westminster 017A,243
E01004653,Westminster 014A,223
E01004654,Westminster 014B,359
E01004656,Westminster 014D,241
E01004657,Westminster 012A,437
E01004658,Westminster 012B,819
E01004659,Westminster 008A,186
E01004660,Westminster 008B,262
E01004661,Westminster 012C,400
E01004662,Westminster 012D,129
E01004663,Westminster 012E,216
E01004665,Westminster 024A,79
E01004666,Westminster 023B,479
E01004667,Westminster 023C,121
E01004668,Westminster 023D,60
E01004669,Westminster 024B,115
E01004670,Westminster 009A,160
E01004674,Westminster 005A,167
E01004675,Westminster 005B,204
E01004676,Westminster 006A,103
E01004677,Westminster 005C,99
E01004678,Westminster 005D,110
E01004679,Westminster 005E,314
E01004680,Westminster 015A,229
E01004681,Westminster 016A,268
E01004682,Westminster 016B,338
E01004683,Westminster 015B,151
E01004684,Westminster 015C,239
E01004686,Westminster 015E,261
E01004687,Westminster 019A,118
E01004688,Westminster 019B,254
E01004689,Westminster 019C,1023
E01004690,Westminster 019D,197
E01004691,Westminster 019E,419
E01004692,Westminster 019F,101
E01004693,Westminster 017B,169
E01004694,Westminster 016C,262
E01004695,Westminster 017C,470
E01004696,Westminster 017D,94
E01004697,Westminster 016D,130
E01004698,Westminster 017E,317
E01004699,Westminster 017F,628
E01004700,Westminster 016E,145
E01004701,Westminster 007A,74
E01004702,Westminster 009E,279
E01004703,Westminster 007B,198
E01004705,Westminster 007D,100
E01004706,Westminster 006B,80
E01004707,Westminster 006C,97
E01004708,Westminster 006D,123
E01004709,Westminster 007E,170
E01004710,Westminster 002D,145
E01004711,Westminster 002E,96
E01004712,Westminster 008C,319
E01004713,Westminster 011A,264
E01004714,Westminster 011B,2377
E01004715,Westminster 013A,486
E01004716,Westminster 011C,164
E01004717,Westminster 011D,384
E01004718,Westminster 004A,137
E01004719,Westminster 004B,133
E01004720,Westminster 004C,145
E01004721,Westminster 004D,253
E01004722,Westminster 004E,145
E01004723,Westminster 005F,220
E01004724,Westminster 001C,219
E01004725,Westminster 003B,137
E01004726,Westminster 003C,140
E01004727,Westminster 008D,349
E01004728,Westminster 003D,52
E01004729,Westminster 003E,60
E01004730,Westminster 001D,98
E01004731,Westminster 020A,900
E01004732,Westminster 020B,218
E01004733,Westminster 020C,1030
E01004734,Westminster 018A,5897
E01004735,Westminster 018B,2265
E01004736,Westminster 018C,3917
E01004737,Westminster 024C,59
E01004738,Westminster 024D,113
E01004739,Westminster 024E,36
E01004740,Westminster 021A,152
E01004741,Westminster 024F,91
E01004742,Westminster 022A,104
E01004743,Westminster 021B,88
E01004744,Westminster 020D,223
E01004745,Westminster 021C,180
E01004746,Westminster 021D,54
E01004747,Westminster 021E,291
E01004748,Westminster 020E,754
E01004749,Westminster 022B,457
E01004750,Westminster 023E,690
E01004751,Westminster 022C,109
E01004752,Westminster 022D,79
E01004753,Westminster 022E,104
E01004754,Westminster 010A,121
E01004755,Westminster 010B,221
E01004756,Westminster 006E,137
E01004757,Westminster 010C,122
E01004760,Westminster 014E,155
E01004761,Westminster 018D,1727
E01004762,Westminster 011E,1461
E01004763,Westminster 013B,5839
E01004765,Westminster 013D,1710
E01032512,Westminster 010F,414
E01032513,Westminster 010G,140
E01032562,Bromley 040D,87
E01032563,Bromley 040E,61
E01032564,Lewisham 037E,99
E01032565,Lewisham 038E,85
E01032566,Bexley 029D,123
E01032567,Greenwich 033D,96
E01032568,Bromley 041E,326
E01032569,Croydon 045E,157
E01032570,Bromley 042D,159
E01032572,Ealing 040D,131
E01032573,Hounslow 029E,428
E01032574,Enfield 037E,386
E01032575,Haringey 037D,208
E01032576,Harrow 032E,60
E01032577,Hillingdon 033E,55
E01032579,Lewisham 039E,268
E01032580,Barking and Dagenham 023F,179
E01032581,Redbridge 034G,136
E01032582,Lambeth 036E,1072
E01032583,Southwark 034D,346
E01032584,Southwark 034E,192
E01032623,Sutton 025E,45
E01032637,Southwark 003F,83
E01032638,Southwark 003G,44
E01032639,Southwark 014F,397
E01032640,Southwark 003H,179
E01032646,Southwark 003I,270
E01032719,Southwark 014G,155
E01032720,Southwark 009F,692
E01032722,Southwark 012F,389
E01032741,Havering 013E,970
E01032742,Havering 013F,176
E01032743,Ealing 010F,125
E01032744,Ealing 010G,212
E01032764,Tower Hamlets 004E,387
E01032765,Tower Hamlets 004F,80
E01032766,Tower Hamlets 021E,177
E01032767,Tower Hamlets 021F,299
E01032768,Tower Hamlets 025E,70
E01032769,Tower Hamlets 025F,222
E01032770,Tower Hamlets 032B,53
E01032771,Tower Hamlets 033B,657
E01032772,Tower Hamlets 032C,80
E01032773,Tower Hamlets 032D,134
E01032774,Tower Hamlets 032E,118
E01032775,Tower Hamlets 031F,21
E01032776,Tower Hamlets 028E,99
E01032777,Tower Hamlets 028F,115
E01032778,Tower Hamlets 028G,180
E01032779,Tower Hamlets 028H,54
E01032780,Tower Hamlets 028I,115
E01032781,Tower Hamlets 033C,74
E01032782,Tower Hamlets 033D,170
E01032783,Tower Hamlets 031G,59
E01032784,Tower Hamlets 004G,125
E01032785,Tower Hamlets 010E,111
E01032786,Tower Hamlets 010F,119
E01032787,Tower Hamlets 011F,187
E01032788,Hammersmith and Fulham 023D,126
E01032789,Hammersmith and Fulham 023E,48
E01032790,Hammersmith and Fulham 023F,75
E01032803,Southwark 003J,103
E01032805,Southwark 022F,209
E01032834,Southwark 003K,93
E01033000,Hounslow 025F,112
E01033030,Hounslow 025G,309
E01033081,Hounslow 003F,164
E01033082,Hounslow 003G,142
E01033083,Hounslow 018F,1151
E01033084,Hounslow 018G,346
E01033085,Haringey 020E,188
E01033086,Haringey 020F,108
E01033093,Wandsworth 010F,186
E01033098,Wandsworth 002F,87
E01033099,Wandsworth 004E,92
E01033100,Wandsworth 002G,191
E01033101,Wandsworth 004F,196
E01033132,Wandsworth 002H,153
E01033133,Wandsworth 004G,83
E01033135,Wandsworth 010G,42
E01033146,Enfield 025F,111
E01033148,Enfield 003F,167
E01033150,Enfield 003G,143
E01033151,Enfield 025G,122
E01033153,Waltham Forest 020G,157
E01033207,Lambeth 004F,329
E01033208,Lambeth 004G,145
E01033320,Lewisham 017E,109
E01033322,Lewisham 017F,54
E01033324,Lewisham 008E,120
E01033325,Lewisham 008F,36
E01033327,Lewisham 012F,772
E01033341,Lewisham 012G,132
E01033424,Brent 017F,874
E01033455,Brent 031G,248
E01033456,Brent 027F,233
E01033457,Brent 017G,243
E01033463,Brent 003G,104
E01033464,Brent 010F,179
E01033485,Brent 031H,308
E01033486,Islington 011E,168
E01033487,Islington 011F,28
E01033488,Islington 011G,211
E01033489,Islington 022G,232
E01033490,Islington 022H,332
E01033491,Islington 011H,526
E01033492,Islington 011I,113
E01033493,Islington 006F,50
E01033494,Islington 006G,100
E01033568,Kingston upon Thames 004F,116
E01033569,Kingston upon Thames 004G,146
E01033570,Richmond upon Thames 004G,147
E01033571,Richmond upon Thames 004H,90
E01033572,Barnet 030E,169
E01033573,Barnet 030F,227
E01033574,Newham 034F,103
E01033575,Newham 034G,108
E01033576,Newham 034H,178
E01033577,Newham 037E,154
E01033578,Newham 013E,264
E01033579,Newham 013F,199
E01033580,Newham 037F,62
E01033581,Newham 037G,340
E01033582,Newham 037H,66
E01033583,Newham 013G,3786
E01033584,Newham 034I,125
E01033585,Newham 034J,379
E01033586,Newham 013H,181
E01033587,Barking and Dagenham 021E,399
E01033588,Barking and Dagenham 021F,115
E01033589,Redbridge 030H,599
E01033590,Redbridge 019H,45
E01033591,Redbridge 030I,301
E01033592,Redbridge 019I,62
E01033593,Westminster 015F,236
E01033594,Westminster 015G,901
E01033595,Westminster 013E,7119
E01033596,Westminster 013F,1680
E01033597,Westminster 023F,77
E01033598,Westminster 009F,157
E01033599,Westminster 023G,75
E01033600,Westminster 007F,130
E01033601,Westminster 009G,144
E01033602,Westminster 009H,206
E01033603,Westminster 009I,167
E01033604,Westminster 009J,351
E01033605,Westminster 009K,194
E01033606,Westminster 014F,57
E01033607,Westminster 014G,141
E01033608,Westminster 007G,68
E01033698,Hackney 021F,68
E01033699,Hackney 021G,856
E01033700,Hackney 021H,561
E01033701,Hackney 002F,314
E01033702,Hackney 028C,123
E01033703,Hackney 010F,118
E01033704,Hackney 023F,493
E01033705,Hackney 028D,153
E01033706,Hackney 027F,1065
E01033707,Hackney 021I,224
E01033708,Hackney 027G,2001
E01033709,Hackney 027H,165
E01033710,Hackney 028E,66
E01033711,Hackney 027I,306
E01033712,Hackney 023G,417
E01033713,Hackney 010G,196
E01033724,Hillingdon 016F,259
E01033725,Hillingdon 015F,298
E01033726,Greenwich 034E,319
E01033727,Greenwich 035B,217
E01033728,Greenwich 035C,99
E01033729,Greenwich 030E,140
E01033730,Greenwich 035D,200
E01033731,Greenwich 004E,532
E01033732,Greenwich 036D,67
E01033733,Greenwich 036E,260
E01033734,Greenwich 004F,54
E01033735,Greenwich 004G,459
E01033736,Greenwich 004H,48
E01033737,Greenwich 004I,611
E01033738,Greenwich 037D,380
E01033739,Greenwich 002E,107
E01033740,Greenwich 002F,99
E01033741,Greenwich 002G,246
E01033742,Greenwich 007F,64
E01033743,Greenwich 002H,267
E01033744,Greenwich 007G,121
E01033745,Greenwich 002I,119
E01033746,Greenwich 038E,82
