LSOA11CD,LSOA11NM,Census_Population_All_Ages,Theft,theft_rate
E01001861,Hammersmith and Fulham 006C,1498,15,10.0133511
E01001862,Hammersmith and Fulham 005A,1768,24,13.5746606
E01001863,Hammersmith and Fulham 006D,1531,25,16.3291966
E01001864,Hammersmith and Fulham 006E,1578,28,17.7439797
E01001865,Hammersmith and Fulham 008B,1682,6,3.56718193
E01001866,Hammersmith and Fulham 012A,1579,108,68.3977201
E01001867,Hammersmith and Fulham 012B,1362,11,8.0763583
E01001868,Hammersmith and Fulham 012C,1341,18,13.4228188
E01001869,Hammersmith and Fulham 010D,1334,58,43.4782609
E01001870,Hammersmith and Fulham 012D,1932,26,13.4575569
E01001871,Hammersmith and Fulham 012E,1604,15,9.35162095
E01001872,Hammersmith and Fulham 012F,1614,14,8.67410161
E01001873,Hammersmith and Fulham 010E,1450,18,12.4137931
E01001874,Hammersmith and Fulham 001A,2055,107,52.0681265
E01001875,Hammersmith and Fulham 001B,1854,34,18.3387271
E01001876,Hammersmith and Fulham 001C,2232,49,21.953405
E01001877,Hammersmith and Fulham 001D,1345,22,16.3568773
E01001878,Hammersmith and Fulham 001E,1689,6,3.55239787
E01001879,Hammersmith and Fulham 019A,1475,21,14.2372881
E01001880,Hammersmith and Fulham 017A,1497,39,26.0521042
E01001881,Hammersmith and Fulham 017B,1615,134,82.9721362
E01001882,Hammersmith and Fulham 017C,1762,17,9.64812713
E01001883,Hammersmith and Fulham 017D,1485,22,14.8148148
E01001884,Hammersmith and Fulham 017E,1843,69,37.4389582
E01001885,Hammersmith and Fulham 015A,1319,7,5.3070508
E01001886,Hammersmith and Fulham 016A,1572,30,19.0839695
E01001887,Hammersmith and Fulham 016B,1519,13,8.55826201
E01001888,Hammersmith and Fulham 018A,1614,35,21.685254
E01001889,Hammersmith and Fulham 014A,1390,39,28.057554
E01001890,Hammersmith and Fulham 016C,1815,80,44.077135
E01001891,Hammersmith and Fulham 018B,2030,88,43.3497537
E01001892,Hammersmith and Fulham 016D,1366,9,6.5885798
E01001893,Hammersmith and Fulham 013A,1244,24,19.2926045
E01001894,Hammersmith and Fulham 013B,1320,133,100.757576
E01001895,Hammersmith and Fulham 009A,1594,17,10.6649937
E01001896,Hammersmith and Fulham 009B,1548,30,19.379845
E01001897,Hammersmith and Fulham 009C,1461,19,13.0047912
E01001898,Hammersmith and Fulham 013C,1591,488,306.72533
E01001899,Hammersmith and Fulham 013D,1380,344,249.275362
E01001900,Hammersmith and Fulham 013E,1785,108,60.5042017
E01001901,Hammersmith and Fulham 019B,1625,13,8
E01001902,Hammersmith and Fulham 019C,1699,10,5.88581519
E01001903,Hammersmith and Fulham 019D,1649,27,16.3735597
E01001904,Hammersmith and Fulham 022A,1587,16,10.0819156
E01001905,Hammersmith and Fulham 022B,1702,16,9.40070505
E01001906,Hammersmith and Fulham 022C,1439,22,15.2883947
E01001907,Hammersmith and Fulham 022D,1303,15,11.5118956
E01001908,Hammersmith and Fulham 015B,1636,25,15.2811736
E01001909,Hammersmith and Fulham 015C,1822,31,17.01427
E01001910,Hammersmith and Fulham 014B,1512,23,15.2116402
E01001911,Hammersmith and Fulham 015D,1761,24,13.6286201
E01001912,Hammersmith and Fulham 015E,1598,46,28.7859825
E01001913,Hammersmith and Fulham 014C,1545,53,34.3042071
E01001914,Hammersmith and Fulham 014D,1715,48,27.9883382
E01001915,Hammersmith and Fulham 024A,1482,44,29.6896086
E01001916,Hammersmith and Fulham 024B,1390,9,6.47482014
E01001917,Hammersmith and Fulham 018C,1462,15,10.2599179
E01001918,Hammersmith and Fulham 018D,1519,12,7.89993417
E01001919,Hammersmith and Fulham 018E,1630,15,9.20245399
E01001920,Hammersmith and Fulham 020A,1513,122,80.634501
E01001921,Hammersmith and Fulham 020B,1536,36,23.4375
E01001922,Hammersmith and Fulham 020C,1605,34,21.1838006
E01001923,Hammersmith and Fulham 020D,1479,24,16.2271805
E01001924,Hammersmith and Fulham 020E,1596,13,8.14536341
E01001925,Hammersmith and Fulham 025A,1628,22,13.5135135
E01001926,Hammersmith and Fulham 024C,1456,11,7.55494505
E01001927,Hammersmith and Fulham 008C,1504,8,5.31914894
E01001928,Hammersmith and Fulham 011A,1724,51,29.5823666
E01001929,Hammersmith and Fulham 009D,1260,18,14.2857143
E01001930,Hammersmith and Fulham 008D,1854,26,14.0237325
E01001931,Hammersmith and Fulham 011B,1498,15,10.0133511
E01001932,Hammersmith and Fulham 011C,1621,121,74.6452807
E01001933,Hammersmith and Fulham 011D,1324,27,20.3927492
E01001934,Hammersmith and Fulham 025B,1622,16,9.86436498
E01001935,Hammersmith and Fulham 023A,2059,17,8.25643516
E01001937,Hammersmith and Fulham 025C,1823,28,15.3592979
E01001938,Hammersmith and Fulham 025D,1560,32,20.5128205
E01001939,Hammersmith and Fulham 023C,2321,62,26.7126239
E01001940,Hammersmith and Fulham 005B,1601,38,23.7351655
E01001941,Hammersmith and Fulham 005C,1677,163,97.1973763
E01001942,Hammersmith and Fulham 005D,1869,50,26.7522739
E01001943,Hammersmith and Fulham 004A,1954,1319,675.025589
E01001944,Hammersmith and Fulham 004B,1689,15,8.88099467
E01001945,Hammersmith and Fulham 004C,1752,29,16.5525114
E01001946,Hammersmith and Fulham 004D,1633,32,19.5958359
E01001947,Hammersmith and Fulham 021A,1448,23,15.8839779
E01001948,Hammersmith and Fulham 021B,2012,55,27.3359841
E01001949,Hammersmith and Fulham 021C,1547,24,15.5138979
E01001950,Hammersmith and Fulham 021D,1596,35,21.9298246
E01001951,Hammersmith and Fulham 021E,1609,23,14.2945929
E01001952,Hammersmith and Fulham 024D,1623,58,35.7362908
E01001953,Hammersmith and Fulham 021F,1366,135,98.8286969
E01001954,Hammersmith and Fulham 003A,1525,26,17.0491803
E01001955,Hammersmith and Fulham 002A,1807,25,13.8350858
E01001956,Hammersmith and Fulham 003B,1593,10,6.2774639
E01001957,Hammersmith and Fulham 002B,1616,17,10.519802
E01001958,Hammersmith and Fulham 002C,1671,14,8.37821664
E01001959,Hammersmith and Fulham 003C,1728,11,6.36574074
E01001960,Hammersmith and Fulham 003D,1885,15,7.95755968
E01001961,Hammersmith and Fulham 002D,1564,17,10.8695652
E01001962,Haringey 004A,1758,9,5.11945392
E01001963,Haringey 009A,1820,11,6.04395604
E01001964,Haringey 009B,1588,11,6.92695214
E01001965,Haringey 009C,1627,6,3.6877689
E01001966,Haringey 009D,1513,136,89.8876404
E01001967,Haringey 014A,1655,2,1.20845921
E01001968,Haringey 014B,1834,11,5.99781897
E01001969,Haringey 001A,1888,13,6.88559322
E01001970,Haringey 004B,1981,112,56.5371025
E01001971,Haringey 001B,2012,20,9.94035785
E01001972,Haringey 004C,1672,14,8.37320574
E01001973,Haringey 004D,2257,173,76.6504209
E01001974,Haringey 001C,2198,17,7.73430391
E01001975,Haringey 001D,1717,25,14.5602796
E01001976,Haringey 011A,1628,18,11.0565111
E01001977,Haringey 011B,1580,16,10.1265823
E01001978,Haringey 011C,1905,31,16.2729659
E01001979,Haringey 011D,2199,76,34.5611642
E01001980,Haringey 018A,1986,21,10.5740181
E01001981,Haringey 018B,1761,19,10.7893242
E01001982,Haringey 018C,1772,19,10.7223476
E01001983,Haringey 018D,1652,19,11.5012107
E01001984,Haringey 033A,1590,14,8.80503145
E01001985,Haringey 033B,1690,8,4.73372781
E01001986,Haringey 034A,1635,8,4.89296636
E01001987,Haringey 033C,1847,11,5.95560368
E01001988,Haringey 034B,1771,20,11.2930548
E01001989,Haringey 033D,1725,54,31.3043478
E01001990,Haringey 034C,2137,188,87.973795
E01001991,Haringey 017A,1693,15,8.86001181
E01001992,Haringey 017B,1709,12,7.02165009
E01001993,Haringey 017C,1686,7,4.15183867
E01001994,Haringey 030A,1784,6,3.3632287
E01001995,Haringey 017D,2412,12,4.97512438
E01001996,Haringey 014C,1625,11,6.76923077
E01001997,Haringey 014D,1579,70,44.3318556
E01001998,Haringey 023A,2058,11,5.34499514
E01001999,Haringey 023B,2001,67,33.4832584
E01002000,Haringey 031A,1697,14,8.24985268
E01002001,Haringey 031B,1661,8,4.81637568
E01002002,Haringey 031C,1806,183,101.328904
E01002003,Haringey 023C,2160,63,29.1666667
E01002004,Haringey 023D,1889,11,5.82318687
E01002005,Haringey 035A,1688,24,14.2180095
E01002006,Haringey 035B,1602,10,6.24219725
E01002007,Haringey 035C,1676,15,8.94988067
E01002008,Haringey 030B,1571,13,8.27498409
E01002009,Haringey 035D,1719,33,19.1972077
E01002010,Haringey 030C,1658,15,9.04704463
E01002011,Haringey 030D,1718,11,6.40279395
E01002013,Haringey 022A,1401,12,8.56531049
E01002014,Haringey 020B,1719,43,25.0145433
E01002015,Haringey 020C,1480,10,6.75675676
E01002016,Haringey 028A,1959,21,10.719755
E01002017,Haringey 028B,1809,128,70.7573245
E01002018,Haringey 020D,1420,7,4.92957746
E01002019,Haringey 022B,1309,26,19.8624905
E01002020,Haringey 021A,1564,48,30.6905371
E01002021,Haringey 022C,1479,7,4.73292765
E01002022,Haringey 021B,1921,149,77.5637689
E01002023,Haringey 021C,1474,8,5.42740841
E01002024,Haringey 022D,1320,18,13.6363636
E01002025,Haringey 021D,1717,8,4.65928946
E01002026,Haringey 016A,1619,858,529.956763
E01002027,Haringey 010A,1537,13,8.45803513
E01002028,Haringey 010B,1767,32,18.1097906
E01002029,Haringey 016B,1725,259,150.144928
E01002030,Haringey 016C,1640,24,14.6341463
E01002031,Haringey 016D,1930,240,124.352332
E01002032,Haringey 010C,1813,31,17.0987314
E01002033,Haringey 010D,1908,21,11.0062893
E01002034,Haringey 037A,1859,153,82.3023131
E01002036,Haringey 002A,1619,18,11.1179741
E01002037,Haringey 002B,1832,28,15.2838428
E01002038,Haringey 037B,1653,60,36.2976407
E01002039,Haringey 002C,1610,47,29.1925466
E01002040,Haringey 002D,2062,17,8.24442289
E01002041,Haringey 037C,1886,18,9.54400848
E01002042,Haringey 027A,1459,39,26.7306374
E01002043,Haringey 026A,2020,46,22.7722772
E01002044,Haringey 027B,1729,46,26.604974
E01002045,Haringey 026B,2199,24,10.9140518
E01002046,Haringey 026C,1725,20,11.5942029
E01002047,Haringey 027C,1670,32,19.1616766
E01002048,Haringey 027D,1955,19,9.71867008
E01002049,Haringey 026D,1881,16,8.50611377
E01002050,Haringey 029A,1895,10,5.27704485
E01002051,Haringey 029B,1683,42,24.9554367
E01002052,Haringey 029C,2020,18,8.91089109
E01002053,Haringey 032A,1745,25,14.3266476
E01002054,Haringey 032B,1732,22,12.7020785
E01002055,Haringey 029D,1658,35,21.1097708
E01002056,Haringey 032C,1964,42,21.3849287
E01002057,Haringey 032D,1581,79,49.9683744
E01002058,Haringey 031D,1690,127,75.147929
E01002059,Haringey 028C,1671,5,2.99222023
E01002060,Haringey 028D,1759,7,3.97953383
E01002061,Haringey 036A,1687,12,7.11321873
E01002062,Haringey 034D,1874,32,17.0757737
E01002063,Haringey 036B,1587,9,5.6710775
E01002064,Haringey 036C,1514,25,16.5125495
E01002065,Haringey 036D,1666,44,26.4105642
E01002066,Haringey 025A,1843,101,54.8019533
E01002067,Haringey 024A,1694,35,20.661157
E01002068,Haringey 025B,1822,215,118.002195
E01002069,Haringey 024B,1937,181,93.4434693
E01002070,Haringey 024C,2038,20,9.81354269
E01002071,Haringey 025C,1615,30,18.5758514
E01002072,Haringey 025D,1868,42,22.48394
E01002073,Haringey 024D,1763,37,20.9869541
E01002074,Haringey 012A,2122,20,9.42507069
E01002075,Haringey 015A,1777,21,11.8176702
E01002076,Haringey 015B,1888,6,3.1779661
E01002077,Haringey 012B,2079,201,96.6810967
E01002078,Haringey 015C,2194,35,15.952598
E01002079,Haringey 012C,1642,16,9.74421437
E01002080,Haringey 015D,1593,248,155.681105
E01002081,Haringey 012D,1769,69,39.0050876
E01002082,Haringey 013A,1508,11,7.29442971
E01002083,Haringey 019A,1440,11,7.63888889
E01002084,Haringey 019B,1623,26,16.0197166
E01002085,Haringey 019C,2168,83,38.2841328
E01002086,Haringey 013B,1646,11,6.68286756
E01002087,Haringey 019D,1614,31,19.2069393
E01002088,Haringey 013C,1853,39,21.0469509
E01002089,Haringey 013D,1520,6,3.94736842
E01002090,Haringey 005A,1601,27,16.8644597
E01002091,Haringey 006A,1802,14,7.76914539
E01002092,Haringey 006B,1697,22,12.9640542
E01002093,Haringey 005B,1795,86,47.9108635
E01002094,Haringey 006C,1554,5,3.21750322
E01002095,Haringey 006D,1644,39,23.7226277
E01002096,Haringey 005C,1645,12,7.29483283
E01002097,Haringey 005D,1693,22,12.994684
E01002098,Haringey 007A,1349,39,28.9103039
E01002099,Haringey 008A,2108,28,13.2827324
E01002100,Haringey 008B,1909,23,12.0481928
E01002101,Haringey 007B,1916,8,4.17536534
E01002102,Haringey 007C,1882,32,17.0031881
E01002103,Haringey 008C,1862,31,16.6487648
E01002104,Haringey 008D,1436,13,9.05292479
E01002105,Haringey 007D,2052,73,35.5750487
E01002106,Harrow 008A,2027,3,1.48001973
E01002107,Harrow 012A,1774,6,3.38218715
E01002108,Harrow 008B,1819,3,1.64925783
E01002109,Harrow 008C,1789,9,5.03074343
E01002110,Harrow 008D,1762,5,2.83768445
E01002111,Harrow 008E,2172,66,30.3867403
E01002112,Harrow 001A,1890,14,7.40740741
E01002113,Harrow 002A,1547,14,9.04977376
E01002114,Harrow 001B,1993,13,6.5228299
E01002115,Harrow 002B,1509,1,0.66269052
E01002116,Harrow 002C,1668,4,2.39808153
E01002117,Harrow 002D,2105,23,10.9263658
E01002118,Harrow 002E,1759,12,6.82205799
E01002119,Harrow 007A,1708,24,14.0515222
E01002120,Harrow 007B,1296,7,5.40123457
E01002121,Harrow 007C,1761,4,2.27143668
E01002122,Harrow 007D,1706,13,7.62016413
E01002123,Harrow 007E,1735,46,26.5129683
E01002124,Harrow 010A,1769,7,3.95703787
E01002125,Harrow 010B,1678,38,22.6460072
E01002126,Harrow 023A,2781,83,29.8453794
E01002127,Harrow 023B,1687,6,3.55660937
E01002128,Harrow 020A,2025,19,9.38271605
E01002129,Harrow 023C,2043,593,290.259422
E01002130,Harrow 020B,2260,287,126.99115
E01002131,Harrow 023D,1624,7,4.31034483
E01002132,Harrow 029A,2012,14,6.9582505
E01002133,Harrow 027A,2031,28,13.7863122
E01002134,Harrow 029B,1462,9,6.15595075
E01002135,Harrow 029C,1765,17,9.63172805
E01002136,Harrow 027B,1741,27,15.5083285
E01002137,Harrow 029D,1708,25,14.6370023
E01002138,Harrow 027C,1551,5,3.22372663
E01002139,Harrow 006A,1428,10,7.00280112
E01002140,Harrow 005A,1706,17,9.96483001
E01002141,Harrow 005B,1763,9,5.10493477
E01002142,Harrow 005C,1779,36,20.2360877
E01002144,Harrow 004A,1571,14,8.91152132
E01002145,Harrow 005E,1558,11,7.06033376
E01002146,Harrow 004B,1481,3,2.02565834
E01002147,Harrow 004C,1369,3,2.19138057
E01002148,Harrow 006B,1449,6,4.14078675
E01002149,Harrow 004D,1361,2,1.46950771
E01002150,Harrow 006C,1883,50,26.5533723
E01002151,Harrow 006D,1526,12,7.86369594
E01002152,Harrow 006E,1624,4,2.46305419
E01002153,Harrow 019A,1763,3,1.70164492
E01002154,Harrow 015A,2021,13,6.43245918
E01002155,Harrow 019B,1643,8,4.86914181
E01002156,Harrow 015B,1522,5,3.28515112
E01002157,Harrow 019C,1687,31,18.3758151
E01002158,Harrow 019D,1457,5,3.43170899
E01002159,Harrow 021A,1860,11,5.91397849
E01002160,Harrow 021B,1967,62,31.5200813
E01002161,Harrow 021C,2030,17,8.37438424
E01002162,Harrow 015C,1879,5,2.66098989
E01002163,Harrow 015D,1636,3,1.83374083
E01002164,Harrow 021D,1763,7,3.97050482
E01002165,Harrow 017A,1734,6,3.46020761
E01002166,Harrow 017B,1663,7,4.20926037
E01002167,Harrow 017C,1629,1,0.61387354
E01002168,Harrow 017D,1492,7,4.69168901
E01002169,Harrow 017E,1619,4,2.4706609
E01002170,Harrow 033A,1324,1,0.75528701
E01002171,Harrow 033B,1677,4,2.38521169
E01002172,Harrow 033C,1579,7,4.43318556
E01002173,Harrow 033D,1742,6,3.44431688
E01002174,Harrow 033E,1582,5,3.16055626
E01002175,Harrow 033F,1402,7,4.99286733
E01002176,Harrow 033G,1746,15,8.59106529
E01002177,Harrow 033H,1443,63,43.6590437
E01002178,Harrow 033I,1679,2,1.19118523
E01002179,Harrow 013A,2250,90,40
E01002180,Harrow 013B,2085,49,23.501199
E01002181,Harrow 020C,1884,7,3.71549894
E01002182,Harrow 020D,2049,14,6.83260127
E01002183,Harrow 013C,2106,11,5.22317189
E01002184,Harrow 013D,1885,8,4.24403183
E01002185,Harrow 009A,1543,9,5.83279326
E01002186,Harrow 009B,1656,57,34.4202899
E01002187,Harrow 009C,1843,5,2.71296799
E01002188,Harrow 016A,1651,9,5.45124167
E01002189,Harrow 016B,1661,87,52.3780855
E01002190,Harrow 009D,1672,4,2.3923445
E01002191,Harrow 022A,1964,4,2.03665988
E01002192,Harrow 016C,1532,14,9.1383812
E01002193,Harrow 016D,1797,5,2.78241514
E01002194,Harrow 022B,1724,2,1.16009281
E01002195,Harrow 022C,1635,11,6.72782875
E01002196,Harrow 022D,1759,4,2.27401933
E01002197,Harrow 012B,1394,2,1.43472023
E01002198,Harrow 010C,1820,2,1.0989011
E01002199,Harrow 012C,1533,7,4.56621005
E01002200,Harrow 010D,1688,10,5.92417062
E01002201,Harrow 012D,1742,1,0.57405281
E01002202,Harrow 012E,2056,27,13.1322957
E01002203,Harrow 010E,1751,4,2.28440891
E01002204,Harrow 032A,1736,16,9.21658986
E01002206,Harrow 032B,1387,7,5.04686373
E01002207,Harrow 032C,1730,2,1.15606936
E01002208,Harrow 025A,1357,2,1.47383935
E01002209,Harrow 025B,1643,18,10.9555691
E01002210,Harrow 032D,1604,2,1.24688279
E01002211,Harrow 028A,1544,6,3.88601036
E01002212,Harrow 028B,1749,30,17.1526587
E01002213,Harrow 027D,2912,57,19.5741758
E01002214,Harrow 031A,1863,3,1.61030596
E01002215,Harrow 031B,1535,14,9.12052117
E01002216,Harrow 028C,1699,8,4.70865215
E01002217,Harrow 028D,1526,7,4.58715596
E01002218,Harrow 030A,1647,6,3.64298725
E01002219,Harrow 030B,1813,95,52.3993381
E01002220,Harrow 031C,1628,2,1.22850123
E01002221,Harrow 030C,1564,22,14.0664962
E01002222,Harrow 030D,1608,2,1.24378109
E01002223,Harrow 031D,1873,6,3.20341698
E01002224,Harrow 031E,1530,7,4.5751634
E01002225,Harrow 001C,1575,7,4.44444444
E01002226,Harrow 001D,2228,115,51.6157989
E01002227,Harrow 003A,1809,11,6.08070757
E01002228,Harrow 003B,2105,3,1.42517815
E01002229,Harrow 003C,1717,8,4.65928946
E01002230,Harrow 003D,1795,7,3.89972145
E01002231,Harrow 013E,1924,8,4.15800416
E01002232,Harrow 011A,1973,26,13.1779017
E01002233,Harrow 011B,2031,73,35.9428853
E01002234,Harrow 011C,1741,10,5.74382539
E01002235,Harrow 011D,1922,12,6.24349636
E01002236,Harrow 011E,1803,28,15.5296728
E01002237,Harrow 024A,1626,10,6.1500615
E01002238,Harrow 024B,1804,6,3.32594235
E01002239,Harrow 025C,1678,8,4.76758045
E01002240,Harrow 024C,1739,8,4.60034503
E01002241,Harrow 025D,1636,5,3.05623472
E01002242,Harrow 024D,1890,7,3.7037037
E01002243,Havering 013A,1873,20,10.6780566
E01002244,Havering 011A,1697,10,5.89275192
E01002245,Havering 011B,1592,26,16.3316583
E01002246,Havering 017A,1700,12,7.05882353
E01002247,Havering 017B,1800,14,7.77777778
E01002248,Havering 017C,1397,60,42.9491768
E01002249,Havering 017D,1905,23,12.0734908
E01002250,Havering 017E,1563,6,3.83877159
E01002251,Havering 017F,1430,5,3.4965035
E01002252,Havering 018A,1511,2,1.32362674
E01002253,Havering 019A,1539,4,2.59909032
E01002254,Havering 019B,1616,9,5.56930693
E01002255,Havering 022A,1483,1,0.67430883
E01002256,Havering 018B,1498,3,2.00267023
E01002257,Havering 019C,1719,12,6.98080279
E01002258,Havering 018C,1676,5,2.98329356
E01002259,Havering 018D,1486,5,3.36473755
E01002260,Havering 026A,1535,5,3.25732899
E01002261,Havering 026B,1649,45,27.2892662
E01002262,Havering 026C,1626,2,1.2300123
E01002263,Havering 026D,1599,5,3.12695435
E01002264,Havering 026E,1475,3,2.03389831
E01002265,Havering 025A,1472,13,8.83152174
E01002266,Havering 027A,1439,32,22.237665
E01002267,Havering 027B,1671,4,2.39377618
E01002268,Havering 010A,1350,3,2.22222222
E01002269,Havering 010B,1785,92,51.5406162
E01002270,Havering 015A,1673,3,1.79318589
E01002271,Havering 015B,1491,4,2.68276325
E01002272,Havering 014A,1319,1,0.75815011
E01002273,Havering 015C,1362,9,6.60792952
E01002274,Havering 014B,1638,6,3.66300366
E01002275,Havering 015D,1359,2,1.47167035
E01002276,Havering 001A,1926,10,5.192108
E01002277,Havering 002A,1494,61,40.8299866
E01002278,Havering 001B,1599,2,1.25078174
E01002279,Havering 002B,1584,8,5.05050505
E01002280,Havering 004A,1522,7,4.59921156
E01002281,Havering 002C,1614,18,11.1524164
E01002282,Havering 004B,1594,127,79.6737767
E01002283,Havering 002D,1517,5,3.29597891
E01002284,Havering 004C,1842,9,4.88599349
E01002285,Havering 025B,1245,7,5.62248996
E01002286,Havering 025C,1650,2,1.21212121
E01002287,Havering 023A,1558,9,5.77663671
E01002288,Havering 025D,1548,5,3.22997416
E01002289,Havering 022B,1614,16,9.91325898
E01002290,Havering 025E,1516,3,1.97889182
E01002291,Havering 023B,1582,12,7.58533502
E01002292,Havering 022C,1549,6,3.87346675
E01002293,Havering 007A,1591,115,72.2815839
E01002294,Havering 007B,1492,7,4.69168901
E01002295,Havering 010C,1558,13,8.34403081
E01002296,Havering 007C,1673,7,4.18410042
E01002297,Havering 004D,1484,15,10.1078167
E01002298,Havering 007D,1538,6,3.90117035
E01002299,Havering 002E,1721,7,4.06740267
E01002300,Havering 007E,1593,8,5.02197112
E01002301,Havering 003A,1561,2,1.28122998
E01002302,Havering 005A,1563,21,13.4357006
E01002303,Havering 003B,2043,10,4.8947626
