Codes,Names,lntheft,oldpeoplerate,Working-agerate, Couplehouseholdwithdependentchildren,Couplehouseholdwithoutdependentchildren,Onepersonhousehold,multpersonhousehold,Goodhealth,Fairhealth,Badhealth,Nocars,car1,car2
E01000056,Barking and Dagenham 018C,3.66 ,10.10 ,61.62 ,25.70 ,18.70 ,23.20 ,8.00 ,79.90 ,14.20 ,5.90 ,34.60 ,47.10 ,15.70 
E01000057,Barking and Dagenham 012A,2.94 ,9.16 ,61.63 ,20.50 ,18.10 ,22.50 ,13.40 ,81.30 ,12.80 ,5.90 ,37.60 ,49.00 ,10.80 
E01000058,Barking and Dagenham 018D,2.30 ,8.22 ,65.44 ,19.00 ,19.00 ,27.20 ,15.80 ,82.50 ,11.70 ,5.80 ,36.80 ,48.80 ,11.90 
E01000059,Barking and Dagenham 013C,1.61 ,11.63 ,62.45 ,21.60 ,19.90 ,26.50 ,8.70 ,79.10 ,14.30 ,6.60 ,35.80 ,43.40 ,16.80 
E01000060,Barking and Dagenham 006B,4.49 ,13.49 ,58.93 ,16.10 ,17.30 ,37.10 ,10.10 ,80.50 ,13.90 ,5.60 ,41.80 ,44.00 ,12.20 
E01000061,Barking and Dagenham 006C,2.48 ,3.66 ,63.29 ,19.20 ,10.00 ,28.70 ,7.60 ,82.80 ,11.90 ,5.30 ,63.00 ,29.00 ,7.00 
E01000062,Barking and Dagenham 006D,2.83 ,13.93 ,61.07 ,19.20 ,21.90 ,30.20 ,10.40 ,80.50 ,13.10 ,6.50 ,36.00 ,45.70 ,15.20 
E01000063,Barking and Dagenham 004A,1.79 ,11.73 ,62.41 ,20.00 ,20.80 ,29.10 ,10.60 ,78.30 ,15.70 ,6.00 ,38.00 ,43.90 ,15.60 
E01000064,Barking and Dagenham 006E,3.00 ,15.80 ,60.38 ,17.60 ,22.40 ,27.90 ,11.30 ,76.10 ,17.60 ,6.20 ,38.80 ,43.90 ,13.80 
E01000065,Barking and Dagenham 007A,2.40 ,17.28 ,60.25 ,16.30 ,17.20 ,41.50 ,9.70 ,73.80 ,15.60 ,10.60 ,47.50 ,38.80 ,11.20 
E01000066,Barking and Dagenham 011A,2.83 ,10.63 ,64.06 ,22.00 ,18.00 ,30.50 ,16.10 ,82.30 ,12.50 ,5.20 ,31.90 ,44.80 ,17.90 
E01000067,Barking and Dagenham 011B,2.08 ,11.58 ,65.46 ,23.10 ,24.00 ,25.30 ,14.60 ,83.50 ,11.90 ,4.60 ,29.50 ,43.70 ,21.10 
E01000068,Barking and Dagenham 016E,2.56 ,10.44 ,68.68 ,21.40 ,23.80 ,18.20 ,26.00 ,84.30 ,11.70 ,4.00 ,25.10 ,42.20 ,26.40 
E01000069,Barking and Dagenham 011C,1.61 ,10.21 ,66.65 ,30.60 ,28.30 ,16.00 ,15.60 ,85.50 ,10.60 ,3.90 ,15.80 ,44.60 ,28.70 
E01000070,Barking and Dagenham 011D,3.53 ,14.18 ,64.71 ,24.70 ,29.60 ,17.90 ,19.20 ,82.20 ,13.40 ,4.40 ,25.60 ,42.80 ,23.10 
E01000071,Barking and Dagenham 011E,3.14 ,12.34 ,63.74 ,22.50 ,24.50 ,28.30 ,13.80 ,83.90 ,11.10 ,5.00 ,28.20 ,47.80 ,18.70 
E01000072,Barking and Dagenham 017E,3.40 ,11.05 ,61.33 ,20.30 ,15.90 ,30.90 ,10.60 ,79.70 ,13.70 ,6.70 ,45.00 ,41.30 ,12.10 
E01000073,Barking and Dagenham 012B,2.40 ,11.55 ,61.46 ,23.00 ,19.00 ,27.90 ,10.20 ,78.40 ,13.80 ,7.80 ,35.20 ,47.40 ,15.00 
E01000074,Barking and Dagenham 012C,1.79 ,10.27 ,61.77 ,20.30 ,19.40 ,31.80 ,7.20 ,79.30 ,14.20 ,6.50 ,40.40 ,43.60 ,13.20 
E01000075,Barking and Dagenham 012D,3.22 ,12.36 ,62.70 ,22.70 ,25.70 ,25.60 ,11.90 ,79.40 ,12.90 ,7.70 ,32.20 ,46.50 ,16.90 
E01000076,Barking and Dagenham 012E,2.40 ,9.00 ,60.56 ,22.00 ,18.50 ,28.60 ,11.70 ,79.00 ,15.00 ,5.90 ,39.40 ,41.00 ,15.50 
E01000077,Barking and Dagenham 008F,2.20 ,10.45 ,65.95 ,20.00 ,19.30 ,26.60 ,12.00 ,78.70 ,13.80 ,7.50 ,39.50 ,45.50 ,13.40 
E01000078,Barking and Dagenham 007B,2.40 ,9.90 ,63.39 ,19.90 ,17.70 ,28.70 ,9.90 ,80.10 ,13.60 ,6.30 ,39.40 ,43.10 ,14.90 
E01000079,Barking and Dagenham 009E,0.69 ,13.91 ,59.51 ,21.00 ,17.70 ,31.90 ,10.20 ,77.00 ,14.40 ,8.70 ,42.20 ,39.70 ,14.10 
E01000080,Barking and Dagenham 007C,1.10 ,11.25 ,63.24 ,19.00 ,21.00 ,28.80 ,10.60 ,78.30 ,13.40 ,8.30 ,39.90 ,44.90 ,12.00 
E01000081,Barking and Dagenham 007D,1.39 ,11.14 ,64.10 ,21.80 ,24.40 ,26.20 ,8.20 ,80.30 ,13.10 ,6.60 ,31.30 ,49.40 ,16.50 
E01000082,Barking and Dagenham 007E,3.26 ,9.57 ,63.58 ,22.50 ,16.70 ,33.20 ,10.10 ,80.90 ,13.20 ,5.90 ,36.60 ,46.90 ,14.00 
E01000083,Barking and Dagenham 007F,2.56 ,11.53 ,61.59 ,21.60 ,20.80 ,22.70 ,11.00 ,78.90 ,13.90 ,7.20 ,37.50 ,46.70 ,12.20 
E01000084,Barking and Dagenham 013D,3.37 ,9.74 ,63.32 ,22.10 ,19.30 ,26.70 ,11.80 ,80.40 ,13.50 ,6.10 ,42.20 ,43.50 ,12.80 
E01000085,Barking and Dagenham 013E,2.94 ,10.07 ,61.99 ,19.50 ,22.20 ,26.70 ,12.70 ,78.50 ,15.40 ,6.10 ,46.40 ,39.50 ,11.20 
E01000086,Barking and Dagenham 013F,1.95 ,10.06 ,63.45 ,24.00 ,21.90 ,23.80 ,11.80 ,80.10 ,14.50 ,5.50 ,36.60 ,46.50 ,12.20 
E01000087,Barking and Dagenham 020B,3.22 ,9.47 ,65.18 ,18.70 ,21.10 ,26.20 ,13.70 ,79.30 ,13.80 ,6.90 ,38.80 ,42.30 ,15.70 
E01000088,Barking and Dagenham 020C,2.77 ,13.40 ,61.38 ,22.50 ,20.60 ,26.30 ,12.80 ,80.60 ,14.20 ,5.20 ,35.60 ,47.50 ,13.60 
E01000089,Barking and Dagenham 020D,2.08 ,8.64 ,64.23 ,23.70 ,21.90 ,21.60 ,8.80 ,84.40 ,11.50 ,4.10 ,33.00 ,44.60 ,17.60 
E01000090,Barking and Dagenham 020E,4.08 ,8.84 ,62.37 ,21.10 ,23.70 ,20.00 ,14.00 ,84.50 ,11.00 ,4.50 ,33.90 ,46.80 ,14.80 
E01000091,Barking and Dagenham 022A,2.71 ,9.22 ,58.93 ,17.90 ,16.30 ,30.80 ,12.80 ,79.30 ,14.40 ,6.30 ,48.30 ,40.10 ,7.10 
E01000092,Barking and Dagenham 019E,4.33 ,8.83 ,63.16 ,26.80 ,13.40 ,26.30 ,14.80 ,82.50 ,11.80 ,5.70 ,40.30 ,44.20 ,13.00 
E01000093,Barking and Dagenham 022B,2.64 ,6.98 ,65.09 ,16.70 ,14.20 ,38.30 ,11.70 ,77.20 ,14.50 ,8.30 ,53.70 ,37.90 ,6.90 
E01000094,Barking and Dagenham 022C,2.71 ,1.89 ,67.95 ,23.00 ,12.80 ,27.90 ,15.70 ,90.00 ,6.60 ,3.40 ,37.10 ,49.70 ,12.40 
E01000095,Barking and Dagenham 018E,5.40 ,7.19 ,63.42 ,28.20 ,18.40 ,22.40 ,12.20 ,86.00 ,9.60 ,4.40 ,30.40 ,47.50 ,18.40 
E01000096,Barking and Dagenham 022D,3.18 ,5.17 ,60.05 ,21.80 ,11.30 ,22.80 ,13.80 ,82.60 ,12.50 ,5.00 ,51.30 ,41.30 ,6.40 
E01000097,Barking and Dagenham 023C,2.30 ,18.06 ,57.52 ,20.90 ,19.90 ,36.00 ,7.50 ,76.50 ,14.10 ,9.40 ,43.50 ,41.50 ,12.40 
E01000098,Barking and Dagenham 023D,4.37 ,9.28 ,63.80 ,21.80 ,20.80 ,23.50 ,11.20 ,79.40 ,13.60 ,7.00 ,35.00 ,45.80 ,15.50 
E01000099,Barking and Dagenham 023E,2.40 ,10.91 ,63.16 ,24.90 ,21.90 ,24.60 ,9.50 ,79.30 ,14.20 ,6.50 ,34.50 ,44.60 ,16.50 
E01000100,Barking and Dagenham 004B,1.79 ,10.83 ,61.52 ,22.80 ,21.10 ,25.20 ,10.90 ,79.70 ,14.00 ,6.40 ,37.40 ,43.90 ,15.60 
E01000101,Barking and Dagenham 004C,3.26 ,10.77 ,65.10 ,22.80 ,21.20 ,25.40 ,12.90 ,78.30 ,12.60 ,9.20 ,37.00 ,45.10 ,14.30 
E01000102,Barking and Dagenham 007G,1.95 ,12.79 ,62.34 ,22.10 ,19.70 ,29.40 ,9.80 ,78.80 ,14.00 ,7.30 ,36.80 ,45.90 ,14.60 
E01000103,Barking and Dagenham 014A,2.20 ,7.60 ,66.05 ,19.30 ,18.50 ,22.80 ,15.30 ,83.00 ,10.90 ,6.10 ,35.70 ,46.70 ,14.80 
E01000104,Barking and Dagenham 014B,3.33 ,7.86 ,64.01 ,17.10 ,14.50 ,38.00 ,9.60 ,83.20 ,10.90 ,5.90 ,46.00 ,42.10 ,10.30 
E01000105,Barking and Dagenham 014C,4.56 ,12.54 ,62.19 ,17.40 ,18.00 ,36.00 ,8.50 ,77.30 ,16.50 ,6.20 ,53.10 ,36.20 ,9.40 
E01000106,Barking and Dagenham 014D,3.04 ,11.28 ,63.57 ,14.50 ,17.10 ,42.90 ,6.80 ,77.50 ,15.40 ,7.00 ,53.90 ,36.40 ,7.60 
E01000107,Barking and Dagenham 010C,2.20 ,16.93 ,59.96 ,20.60 ,29.60 ,21.80 ,10.50 ,79.60 ,14.50 ,5.90 ,26.50 ,49.60 ,17.60 
E01000108,Barking and Dagenham 010D,2.83 ,11.68 ,67.20 ,16.90 ,29.00 ,29.90 ,8.00 ,82.80 ,12.10 ,5.10 ,34.40 ,44.60 ,16.30 
E01000109,Barking and Dagenham 004D,2.64 ,10.38 ,64.83 ,21.90 ,24.80 ,24.50 ,10.50 ,83.20 ,12.20 ,4.60 ,29.40 ,46.40 ,19.70 
E01000110,Barking and Dagenham 002C,0.69 ,13.77 ,65.40 ,22.40 ,32.50 ,18.40 ,12.80 ,81.10 ,13.80 ,5.00 ,19.20 ,48.50 ,26.50 
E01000111,Barking and Dagenham 002D,3.76 ,13.26 ,62.79 ,18.60 ,21.70 ,30.70 ,11.90 ,81.90 ,12.90 ,5.10 ,36.90 ,45.50 ,14.20 
E01000112,Barking and Dagenham 002E,3.09 ,11.01 ,67.40 ,18.40 ,23.70 ,28.80 ,12.60 ,82.70 ,12.30 ,4.90 ,35.60 ,44.70 ,14.90 
E01000113,Barking and Dagenham 002F,3.61 ,10.30 ,65.63 ,21.80 ,22.10 ,26.70 ,14.70 ,83.70 ,11.70 ,4.60 ,35.90 ,44.50 ,15.60 
E01000114,Barking and Dagenham 004E,3.85 ,11.44 ,62.68 ,21.40 ,26.80 ,23.10 ,11.10 ,82.70 ,12.20 ,5.20 ,29.00 ,44.30 ,20.40 
E01000115,Barnet 009A,1.61 ,17.92 ,63.07 ,30.90 ,37.90 ,14.40 ,9.10 ,85.30 ,11.30 ,3.40 ,8.90 ,31.50 ,47.00 
E01000116,Barnet 009B,2.83 ,14.44 ,63.27 ,30.70 ,31.00 ,20.90 ,9.30 ,84.50 ,11.60 ,3.90 ,15.20 ,45.30 ,31.90 
E01000117,Barnet 010A,1.79 ,19.13 ,63.44 ,21.00 ,32.50 ,28.20 ,8.10 ,81.40 ,13.50 ,5.10 ,19.60 ,49.70 ,22.00 
E01000118,Barnet 010B,1.39 ,12.91 ,65.19 ,26.70 ,27.50 ,23.30 ,10.20 ,85.40 ,11.00 ,3.70 ,16.10 ,48.00 ,28.60 
E01000119,Barnet 009C,1.61 ,16.55 ,64.05 ,25.40 ,34.10 ,20.30 ,10.20 ,82.70 ,12.30 ,5.10 ,13.50 ,45.50 ,32.00 
E01000120,Barnet 009D,2.20 ,17.02 ,62.17 ,28.10 ,35.60 ,17.20 ,12.90 ,84.70 ,10.80 ,4.50 ,10.30 ,44.20 ,33.10 
E01000121,Barnet 010C,1.10 ,13.49 ,61.06 ,23.40 ,15.40 ,24.60 ,8.40 ,75.40 ,16.10 ,8.60 ,29.50 ,45.10 ,21.00 
E01000122,Barnet 009E,0.69 ,13.46 ,66.28 ,27.20 ,28.90 ,23.60 ,11.10 ,85.20 ,11.10 ,3.60 ,16.10 ,42.50 ,29.10 
E01000123,Barnet 010D,2.56 ,9.62 ,71.45 ,19.60 ,26.30 ,31.40 ,10.40 ,85.90 ,9.90 ,4.30 ,21.50 ,52.60 ,20.60 
E01000124,Barnet 010E,5.12 ,9.69 ,69.22 ,17.30 ,20.80 ,32.70 ,13.80 ,82.60 ,12.50 ,4.90 ,37.70 ,47.60 ,12.90 
E01000125,Barnet 024A,3.33 ,9.93 ,65.85 ,18.50 ,16.60 ,30.50 ,15.50 ,80.70 ,12.60 ,6.70 ,42.70 ,45.60 ,9.90 
E01000126,Barnet 026A,3.04 ,5.55 ,65.86 ,22.30 ,16.80 ,23.80 ,15.30 ,84.30 ,10.50 ,5.20 ,36.00 ,45.70 ,14.60 
E01000127,Barnet 024B,2.71 ,8.44 ,67.51 ,21.20 ,19.80 ,19.80 ,17.50 ,82.50 ,11.50 ,6.00 ,42.00 ,39.10 ,16.30 
E01000128,Barnet 024C,2.20 ,9.79 ,63.88 ,23.40 ,21.00 ,19.20 ,14.40 ,82.80 ,12.30 ,4.90 ,34.50 ,43.60 ,18.10 
E01000129,Barnet 024D,4.11 ,12.79 ,64.70 ,17.60 ,12.70 ,28.50 ,19.20 ,79.20 ,11.60 ,9.20 ,54.60 ,36.10 ,7.90 
E01000130,Barnet 021A,1.95 ,6.49 ,69.37 ,18.20 ,21.20 ,21.80 ,16.10 ,82.90 ,11.50 ,5.60 ,33.70 ,45.60 ,18.40 
E01000131,Barnet 024E,2.40 ,11.90 ,67.39 ,20.00 ,22.60 ,24.30 ,20.70 ,82.80 ,11.70 ,5.50 ,33.30 ,44.30 ,17.00 
E01000132,Barnet 021B,1.95 ,7.71 ,64.82 ,23.60 ,13.90 ,19.00 ,16.00 ,84.50 ,11.00 ,4.50 ,36.20 ,45.70 ,15.20 
E01000133,Barnet 021C,1.79 ,10.56 ,65.33 ,18.40 ,20.00 ,23.50 ,16.30 ,77.90 ,14.10 ,8.10 ,39.80 ,39.60 ,16.80 
E01000134,Barnet 024F,1.79 ,9.19 ,67.59 ,18.60 ,21.10 ,29.40 ,12.30 ,84.10 ,11.00 ,4.90 ,40.50 ,43.80 ,12.60 
E01000135,Barnet 038A,2.20 ,18.80 ,63.87 ,22.90 ,28.30 ,23.70 ,17.70 ,82.90 ,11.80 ,5.30 ,24.40 ,43.80 ,25.00 
E01000136,Barnet 038B,2.56 ,20.95 ,59.99 ,23.30 ,30.70 ,25.20 ,14.40 ,84.90 ,11.20 ,3.90 ,23.40 ,38.00 ,27.20 
E01000137,Barnet 041A,2.64 ,15.15 ,61.08 ,18.20 ,15.10 ,32.30 ,14.90 ,78.00 ,13.40 ,8.60 ,48.90 ,42.20 ,7.50 
E01000138,Barnet 040A,2.71 ,12.56 ,66.87 ,21.80 ,20.30 ,28.50 ,18.40 ,85.10 ,10.20 ,4.70 ,31.70 ,42.40 ,20.80 
E01000139,Barnet 041B,2.48 ,13.23 ,69.42 ,17.90 ,26.60 ,27.00 ,21.80 ,86.60 ,9.70 ,3.60 ,32.30 ,38.20 ,21.20 
E01000140,Barnet 041C,3.26 ,11.83 ,73.94 ,13.90 ,17.30 ,34.70 ,24.20 ,86.00 ,9.00 ,5.00 ,51.20 ,34.40 ,11.30 
E01000141,Barnet 039A,5.08 ,5.56 ,75.67 ,13.90 ,15.70 ,33.60 ,22.20 ,85.40 ,10.20 ,4.40 ,56.60 ,35.20 ,7.10 
E01000142,Barnet 040B,2.08 ,9.91 ,70.43 ,19.10 ,20.40 ,32.90 ,15.30 ,83.50 ,10.40 ,6.10 ,39.30 ,46.70 ,12.00 
E01000143,Barnet 041D,3.37 ,9.66 ,68.40 ,17.70 ,17.10 ,32.50 ,14.30 ,81.20 ,11.00 ,7.70 ,53.30 ,35.70 ,8.60 
E01000144,Barnet 038C,3.83 ,10.01 ,73.47 ,15.80 ,23.20 ,32.60 ,22.20 ,87.80 ,8.40 ,3.80 ,45.80 ,36.20 ,14.70 
E01000145,Barnet 037A,2.56 ,13.97 ,59.72 ,29.30 ,22.70 ,20.50 ,19.40 ,88.50 ,8.60 ,2.90 ,29.30 ,38.10 ,27.00 
E01000146,Barnet 038D,5.21 ,11.36 ,73.72 ,11.60 ,22.40 ,36.20 ,22.00 ,87.30 ,9.20 ,3.50 ,50.40 ,35.60 ,10.60 
E01000147,Barnet 030A,1.39 ,14.19 ,69.38 ,18.60 ,28.90 ,19.90 ,24.60 ,84.40 ,11.90 ,3.70 ,20.20 ,45.20 ,23.90 
E01000148,Barnet 030B,3.83 ,9.72 ,70.74 ,16.80 ,16.80 ,34.10 ,17.20 ,81.00 ,12.80 ,6.20 ,44.10 ,41.90 ,11.60 
E01000150,Barnet 036A,3.93 ,12.57 ,68.16 ,20.30 ,26.90 ,23.90 ,17.60 ,83.60 ,11.40 ,5.00 ,27.00 ,44.00 ,21.90 
E01000151,Barnet 026B,3.47 ,5.73 ,62.01 ,21.10 ,8.10 ,32.30 ,14.70 ,83.80 ,11.00 ,5.20 ,55.40 ,37.10 ,6.20 
E01000152,Barnet 026C,2.56 ,4.63 ,61.02 ,23.90 ,11.20 ,15.80 ,14.50 ,85.40 ,11.00 ,3.60 ,41.80 ,47.30 ,9.60 
E01000153,Barnet 026D,2.30 ,10.64 ,64.44 ,15.60 ,18.20 ,33.10 ,10.30 ,78.20 ,14.50 ,7.30 ,46.00 ,41.80 ,10.60 
E01000154,Barnet 026E,2.89 ,9.41 ,66.32 ,14.20 ,18.40 ,30.30 ,17.60 ,79.10 ,12.90 ,7.90 ,47.70 ,39.50 ,11.20 
E01000155,Barnet 030D,3.99 ,4.47 ,74.63 ,18.70 ,16.40 ,35.90 ,18.20 ,89.00 ,8.00 ,2.90 ,44.40 ,45.00 ,9.00 
E01000156,Barnet 022A,2.20 ,10.77 ,69.81 ,25.00 ,21.60 ,27.00 ,15.00 ,87.30 ,8.90 ,3.90 ,29.80 ,51.30 ,15.70 
E01000157,Barnet 022B,1.39 ,8.57 ,71.58 ,17.40 ,22.90 ,36.90 ,8.90 ,85.10 ,10.20 ,4.70 ,38.50 ,47.00 ,12.50 
E01000158,Barnet 015A,2.30 ,10.14 ,68.64 ,22.00 ,20.90 ,29.80 ,11.20 ,85.70 ,9.90 ,4.40 ,29.40 ,48.40 ,18.40 
E01000159,Barnet 015B,2.30 ,14.07 ,64.27 ,24.00 ,29.90 ,20.30 ,10.40 ,83.60 ,11.50 ,5.00 ,20.60 ,42.90 ,28.10 
E01000160,Barnet 015C,3.99 ,7.08 ,75.06 ,16.70 ,25.70 ,34.60 ,10.60 ,89.00 ,8.30 ,2.60 ,23.40 ,55.40 ,18.90 
E01000161,Barnet 015D,3.09 ,13.45 ,71.66 ,18.20 ,23.10 ,29.60 ,18.30 ,82.60 ,11.30 ,6.00 ,30.80 ,47.50 ,18.50 
E01000162,Barnet 015E,3.22 ,15.51 ,65.23 ,23.00 ,23.90 ,25.70 ,15.20 ,78.90 ,13.20 ,7.90 ,20.70 ,51.80 ,21.20 
E01000163,Barnet 022C,2.40 ,7.25 ,73.11 ,14.80 ,14.60 ,41.90 ,9.60 ,81.10 ,12.10 ,6.90 ,45.20 ,46.40 ,7.50 
E01000164,Barnet 022D,5.17 ,8.19 ,68.27 ,19.30 ,16.70 ,27.80 ,14.70 ,82.00 ,11.40 ,6.60 ,40.90 ,38.60 ,16.70 
E01000165,Barnet 022E,1.61 ,8.16 ,71.27 ,24.60 ,20.80 ,27.40 ,15.10 ,87.70 ,8.80 ,3.50 ,20.40 ,51.50 ,22.80 
E01000166,Barnet 003A,1.39 ,15.87 ,63.53 ,21.50 ,26.90 ,32.30 ,8.20 ,83.90 ,11.80 ,4.30 ,16.70 ,48.30 ,28.40 
E01000167,Barnet 002A,1.95 ,12.85 ,67.64 ,21.10 ,25.10 ,26.20 ,8.40 ,79.30 ,14.00 ,6.70 ,28.20 ,42.90 ,24.30 
E01000168,Barnet 003B,1.61 ,19.82 ,61.76 ,26.60 ,42.40 ,17.90 ,7.50 ,82.50 ,13.60 ,3.90 ,10.20 ,44.40 ,34.40 
E01000169,Barnet 003C,1.61 ,12.82 ,68.52 ,20.10 ,28.50 ,35.10 ,8.10 ,85.20 ,10.50 ,4.30 ,22.10 ,48.80 ,21.90 
E01000170,Barnet 006A,2.64 ,14.91 ,63.81 ,20.90 ,25.50 ,30.60 ,8.70 ,82.30 ,12.70 ,5.00 ,27.40 ,43.00 ,22.40 
E01000171,Barnet 006B,4.11 ,6.98 ,70.31 ,18.20 ,21.00 ,35.20 ,8.40 ,86.60 ,9.20 ,4.10 ,34.80 ,49.90 ,13.20 
E01000172,Barnet 003D,1.39 ,15.32 ,62.91 ,30.10 ,30.10 ,23.10 ,9.50 ,85.90 ,10.00 ,4.20 ,14.00 ,46.30 ,27.90 
E01000173,Barnet 006C,2.40 ,12.22 ,65.97 ,29.50 ,30.60 ,19.00 ,9.10 ,85.90 ,10.20 ,4.00 ,12.80 ,47.50 ,31.60 
E01000174,Barnet 006D,3.74 ,12.62 ,66.55 ,18.50 ,22.20 ,36.90 ,8.60 ,81.50 ,12.80 ,5.70 ,32.20 ,48.30 ,16.10 
E01000175,Barnet 006E,1.39 ,15.08 ,64.16 ,26.50 ,31.60 ,24.60 ,8.40 ,85.30 ,10.80 ,3.90 ,19.10 ,42.90 ,28.30 
E01000176,Barnet 027A,1.79 ,15.50 ,64.72 ,13.90 ,18.50 ,38.80 ,11.90 ,76.50 ,16.20 ,7.30 ,41.50 ,42.80 ,13.20 
E01000177,Barnet 029A,1.39 ,11.43 ,71.93 ,21.30 ,29.70 ,26.50 ,15.50 ,88.10 ,9.60 ,2.30 ,29.10 ,56.50 ,12.60 
E01000178,Barnet 027B,2.64 ,14.57 ,64.15 ,23.90 ,23.50 ,28.50 ,16.50 ,84.70 ,10.70 ,4.60 ,34.40 ,46.20 ,15.50 
E01000179,Barnet 029B,2.30 ,8.24 ,75.03 ,19.80 ,25.20 ,37.50 ,11.30 ,89.30 ,8.00 ,2.70 ,29.90 ,55.60 ,13.50 
E01000180,Barnet 029C,2.08 ,15.81 ,66.71 ,16.00 ,22.90 ,34.70 ,15.20 ,81.50 ,13.80 ,4.70 ,40.60 ,43.50 ,13.10 
E01000181,Barnet 029D,3.97 ,11.05 ,70.84 ,23.30 ,27.50 ,24.20 ,18.20 ,87.70 ,9.00 ,3.30 ,37.80 ,49.30 ,10.20 
E01000182,Barnet 029E,3.14 ,13.78 ,70.85 ,18.40 ,26.50 ,33.90 ,16.10 ,85.90 ,10.00 ,4.10 ,41.40 ,46.60 ,10.10 
E01000183,Barnet 033A,2.20 ,19.42 ,61.51 ,22.30 ,27.60 ,32.00 ,11.60 ,83.00 ,11.40 ,5.60 ,27.40 ,45.70 ,21.90 
E01000184,Barnet 027C,2.40 ,10.82 ,64.21 ,18.30 ,22.70 ,27.40 ,12.90 ,78.90 ,14.70 ,6.40 ,39.00 ,41.70 ,15.50 
E01000185,Barnet 029F,1.61 ,9.40 ,70.49 ,13.40 ,14.70 ,35.00 ,14.40 ,79.20 ,14.00 ,6.80 ,52.10 ,38.60 ,8.30 
E01000186,Barnet 014A,1.61 ,13.96 ,58.75 ,36.10 ,40.30 ,12.00 ,6.20 ,86.40 ,10.10 ,3.50 ,7.60 ,31.70 ,45.70 
E01000187,Barnet 014B,2.56 ,16.96 ,57.33 ,27.00 ,29.70 ,22.80 ,8.80 ,82.30 ,13.00 ,4.70 ,22.80 ,37.60 ,32.00 
E01000188,Barnet 014C,4.23 ,15.19 ,64.48 ,25.60 ,43.00 ,13.60 ,11.00 ,86.80 ,9.90 ,3.30 ,6.00 ,29.30 ,42.80 
E01000189,Barnet 014D,2.20 ,6.06 ,65.38 ,18.00 ,11.70 ,27.70 ,11.80 ,81.60 ,13.00 ,5.50 ,51.10 ,39.20 ,8.20 
E01000190,Barnet 014E,1.61 ,15.52 ,60.73 ,22.70 ,35.70 ,21.40 ,9.20 ,84.80 ,11.70 ,3.50 ,16.30 ,34.40 ,33.30 
E01000191,Barnet 014F,1.61 ,19.21 ,59.21 ,26.60 ,36.60 ,20.80 ,10.20 ,82.20 ,12.90 ,5.00 ,12.80 ,39.10 ,33.80 
E01000192,Barnet 018A,4.64 ,15.68 ,63.73 ,20.80 ,28.80 ,26.90 ,14.90 ,85.50 ,10.70 ,3.80 ,30.70 ,36.70 ,23.90 
E01000193,Barnet 018B,5.51 ,15.21 ,64.54 ,23.40 ,27.40 ,24.90 ,15.30 ,84.40 ,11.60 ,4.00 ,24.90 ,35.50 ,29.50 
E01000194,Barnet 018C,3.69 ,12.01 ,68.29 ,19.80 ,27.20 ,24.30 ,15.60 ,84.90 ,11.40 ,3.70 ,31.10 ,46.90 ,17.90 
E01000195,Barnet 013A,4.55 ,9.23 ,65.77 ,18.80 ,18.20 ,32.00 ,10.90 ,82.40 ,11.80 ,5.80 ,32.90 ,48.10 ,15.20 
E01000196,Barnet 028A,4.04 ,16.76 ,71.75 ,9.70 ,24.90 ,38.60 ,19.80 ,83.00 ,12.70 ,4.40 ,43.10 ,43.60 ,11.00 
E01000197,Barnet 023A,2.30 ,10.33 ,71.53 ,18.40 ,25.20 ,28.70 ,19.90 ,87.30 ,9.30 ,3.40 ,32.40 ,45.30 ,17.70 
E01000198,Barnet 025A,2.08 ,12.57 ,62.86 ,27.60 ,24.70 ,27.20 ,12.80 ,89.00 ,8.30 ,2.70 ,13.70 ,47.60 ,29.50 
E01000199,Barnet 025B,1.39 ,22.82 ,57.14 ,21.20 ,31.10 ,33.50 ,9.70 ,84.00 ,12.30 ,3.60 ,12.80 ,46.90 ,31.30 
E01000200,Barnet 028B,1.39 ,24.99 ,59.57 ,13.10 ,28.00 ,39.50 ,12.40 ,81.20 ,14.60 ,4.20 ,25.70 ,48.00 ,21.30 
E01000201,Barnet 028C,1.79 ,18.03 ,62.31 ,24.00 ,37.10 ,20.30 ,13.90 ,86.70 ,10.20 ,3.10 ,11.00 ,30.40 ,39.30 
E01000202,Barnet 028D,1.39 ,15.36 ,63.56 ,23.30 ,29.90 ,24.70 ,16.40 ,87.40 ,9.80 ,2.80 ,22.80 ,41.20 ,29.50 
E01000203,Barnet 028E,1.79 ,13.27 ,65.13 ,21.70 ,21.50 ,27.70 ,15.30 ,83.90 ,11.20 ,4.90 ,32.80 ,43.70 ,17.50 
E01000204,Barnet 025C,3.04 ,14.93 ,68.11 ,20.70 ,30.00 ,29.30 ,13.40 ,86.90 ,10.00 ,3.10 ,24.00 ,41.90 ,24.70 
E01000205,Barnet 035A,1.61 ,15.57 ,60.64 ,28.90 ,28.90 ,28.80 ,4.80 ,90.10 ,8.00 ,1.90 ,12.90 ,54.30 ,27.60 
E01000206,Barnet 033B,2.08 ,19.10 ,60.22 ,23.00 ,33.10 ,19.30 ,19.30 ,87.90 ,9.30 ,2.90 ,10.90 ,31.30 ,32.50 
E01000207,Barnet 033C,3.26 ,17.44 ,61.28 ,23.20 ,33.40 ,24.50 ,12.20 ,89.00 ,8.00 ,3.00 ,18.30 ,40.50 ,31.40 
