lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,ethnic_bame,tenure_owned_with_a_mortgage_or_loan,no_qualifications,good_health,bad_health
E01004544,Wandsworth 021E,306,2301,706,8007,8,1903,3501,903,8908,207
E01004628,Wandsworth 022A,407,27,1008,6708,9,3202,2505,1308,8304,407
E01004630,Wandsworth 022B,605,1208,2207,5505,1606,4405,1601,2009,8107,509
E01004631,Wandsworth 022C,505,1804,1206,68,705,32,2305,1802,8109,405
E01004633,Wandsworth 022D,701,1303,2306,5208,1905,4702,1408,18,8404,5
E01004569,Wandsworth 023A,405,17,1503,6803,1103,3107,2005,1305,8703,4
E01004570,Wandsworth 023B,903,1201,1706,59,1504,41,806,2108,8004,603
E01004571,Wandsworth 023C,808,1501,1601,6504,1403,3406,1409,2102,8009,609
E01004573,Wandsworth 023D,607,2001,1207,6804,705,3106,3306,2004,8101,603
E01004495,Wandsworth 024A,706,2303,1601,4803,2605,5107,2405,17,8502,404
E01004496,Wandsworth 024B,308,3301,4,8203,401,1707,3005,808,8907,307
E01004497,Wandsworth 024C,405,24,1105,8001,8,1909,3806,2007,8408,404
E01004622,Wandsworth 024D,1003,2601,703,6803,1408,3107,31,2006,76,705
E01004624,Wandsworth 024E,407,26,1006,8208,708,1702,3801,1301,8806,309
E01004593,Wandsworth 025A,301,2609,508,77,309,23,3207,904,88,206
E01004595,Wandsworth 025B,305,29,605,8105,305,1805,3608,904,8904,205
E01004597,Wandsworth 025C,308,2304,8,7808,704,2102,3503,1009,8805,307
E01004598,Wandsworth 025D,206,3203,308,8407,305,1503,4108,508,9206,107
E01004599,Wandsworth 025E,207,2902,409,8801,109,1109,4509,7,91,107
E01004473,Wandsworth 026A,301,2604,501,7901,604,2009,3302,906,8803,402
E01004475,Wandsworth 026B,501,2703,701,7303,1009,2607,3004,704,8802,301
E01004480,Wandsworth 026C,2,2802,409,7605,609,2305,3407,609,92,201
E01004483,Wandsworth 026D,307,2503,701,66,1102,34,3204,506,9006,3
E01004484,Wandsworth 026E,502,2808,705,7501,1004,2409,3008,1007,8806,3
E01004486,Wandsworth 026F,303,2806,403,80,609,20,2505,807,8707,307
E01004543,Wandsworth 027A,206,2504,608,8609,406,1301,3202,306,9206,108
E01004545,Wandsworth 027B,206,2407,202,8306,401,1604,2303,508,9102,207
E01004546,Wandsworth 027C,301,28,705,8007,606,1903,3309,6,9108,205
E01004549,Wandsworth 027D,304,2107,603,7105,808,2805,3004,1209,8407,401
E01004625,Wandsworth 027E,304,3007,3,9304,101,606,4403,503,9209,106
E01004626,Wandsworth 027F,206,3203,306,7909,508,2001,3905,709,8806,206
E01004632,Wandsworth 028A,401,2204,803,7805,305,2105,3107,1109,8806,3
E01004634,Wandsworth 028B,5,2604,9,7307,804,2603,2705,903,8606,401
E01004635,Wandsworth 028C,507,2406,804,7201,406,2709,2606,1109,8801,305
E01004636,Wandsworth 028D,601,2405,1206,7007,602,2903,30,1202,8809,207
E01004637,Wandsworth 028E,703,2201,906,7107,802,2803,2601,1505,8606,402
E01004481,Wandsworth 029A,309,2506,801,6806,706,3104,2608,707,8804,302
E01004488,Wandsworth 029B,605,2501,802,75,10,25,3009,1009,8706,407
E01004547,Wandsworth 029C,602,2108,809,6706,1604,3204,26,1502,8208,708
E01004548,Wandsworth 029D,408,2409,509,7308,608,2602,2301,709,8601,406
E01004482,Wandsworth 030A,403,2208,1103,6406,1103,3504,2403,1103,8606,209
E01004485,Wandsworth 030B,405,2207,608,7308,809,2602,2605,806,8506,407
E01004487,Wandsworth 030C,802,2409,801,7505,12,2405,2604,1101,86,407
E01004489,Wandsworth 030D,308,2006,705,7603,903,2307,3001,903,8806,402
E01004490,Wandsworth 031A,209,3101,401,8501,4,1409,4503,901,9007,303
E01004491,Wandsworth 031B,308,1305,804,5305,1606,4605,1704,1102,8903,301
E01004492,Wandsworth 031C,408,2609,801,6901,12,3009,37,1201,86,305
E01004498,Wandsworth 031D,205,3309,308,8504,305,1406,4105,809,9107,205
E01004532,Wandsworth 032A,6,2207,1203,6606,1309,3304,2908,14,8604,406
E01004611,Wandsworth 032B,601,24,1106,5204,1204,4706,2906,1304,86,4
E01004612,Wandsworth 032C,706,2109,1106,3506,1502,6404,2008,15,86,307
E01004618,Wandsworth 032D,307,2206,706,5803,806,4107,3708,905,8603,4
E01004531,Wandsworth 033A,702,1907,1901,48,16,52,2602,1702,8307,504
E01004533,Wandsworth 033B,703,2106,2009,5505,1507,4405,2602,2202,8201,603
E01004610,Wandsworth 033C,407,2208,809,4005,1209,5905,2601,1303,8501,404
E01004613,Wandsworth 033D,11,1303,1507,4404,1707,5506,1704,21,81,509
E01004614,Wandsworth 034A,508,2302,804,5105,1404,4805,2602,1402,8504,409
E01004615,Wandsworth 034B,10,1501,2301,4902,26,5008,16,2105,8005,7
E01004616,Wandsworth 034C,706,20,903,4809,1503,5101,1708,1008,8803,305
E01004617,Wandsworth 034D,703,1502,1103,4509,1707,5401,1802,1203,8601,307
E01004525,Wandsworth 035A,603,2006,909,4408,1307,5502,2008,1304,8803,302
E01004526,Wandsworth 035B,506,2308,709,52,1209,48,2505,1706,8305,407
E01004527,Wandsworth 035C,503,2106,1108,4804,1601,5106,2508,1303,8508,406
E01004528,Wandsworth 035D,703,1709,1805,4608,2103,5302,2401,1708,8203,503
E01004529,Wandsworth 035E,4,2508,809,6007,11,3903,3007,1004,8702,306
E01004530,Wandsworth 035F,604,2306,706,5901,12,4009,2808,1005,8601,307
E01004516,Wandsworth 036A,307,2102,11,6506,11,3404,4207,1107,87,308
E01004518,Wandsworth 036B,707,1904,1208,6408,1304,3502,4409,1204,8608,307
E01004519,Wandsworth 036C,607,2105,1404,5003,1904,4907,3305,1407,8403,409
E01004520,Wandsworth 036D,702,1902,1706,5004,1503,4906,37,1606,8301,4
E01004523,Wandsworth 036E,5,1806,709,6701,1201,3209,2703,1701,81,409
E01004517,Wandsworth 037A,709,1909,1009,5609,21,4301,2903,1304,8601,303
E01004521,Wandsworth 037B,708,1903,16,5201,2402,4709,3809,1602,8509,308
E01004522,Wandsworth 037C,606,2205,1406,5309,2107,4601,3401,1404,8506,208
E01004524,Wandsworth 037D,1402,1401,1604,5002,25,4908,2108,24,7601,706
E01004647,Westminster 001A,5,25,702,6602,401,3308,1309,1401,8204,606
E01004649,Westminster 001B,306,2507,601,5504,4,4406,12,11,8409,503
E01004724,Westminster 001C,602,2001,801,6305,3,3605,1205,1102,8604,406
E01004730,Westminster 001D,505,2506,601,6005,202,3905,1604,1009,8503,404
E01004646,Westminster 002A,404,24,809,6705,4,3205,2003,1108,8801,308
E01004648,Westminster 002B,502,2209,601,6804,304,3106,1702,907,8805,404
E01004650,Westminster 002C,404,2503,308,7007,205,2903,1907,705,8902,309
E01004710,Westminster 002D,1102,1605,22,4603,1204,5307,1304,2201,7701,9
E01004711,Westminster 002E,809,1808,2008,5506,707,4404,1109,2101,79,807
E01004651,Westminster 003A,402,2109,307,5804,207,4106,1204,709,8703,306
E01004725,Westminster 003B,603,1309,1106,44,806,56,506,1906,7703,904
E01004726,Westminster 003C,503,2303,604,5705,4,4205,1603,908,8806,303
E01004728,Westminster 003D,607,20,802,5908,605,4002,1309,1507,8001,706
E01004729,Westminster 003E,704,1501,806,5507,701,4403,1009,1905,7209,1105
E01004718,Westminster 004A,1004,16,2005,4707,2407,5203,16,2104,7802,801
E01004719,Westminster 004B,804,1906,2108,5908,1507,4002,1704,20,7806,8
E01004720,Westminster 004C,903,1603,2108,5605,1501,4305,1705,2605,7701,9
E01004721,Westminster 004D,1303,1409,19,4803,1809,5107,1101,2605,7402,1201
E01004722,Westminster 004E,1603,1305,2502,2803,2407,7107,8,2404,7604,902
E01004674,Westminster 005A,1305,1507,1804,4302,1807,5608,1208,2506,7408,904
E01004675,Westminster 005B,1008,1602,1504,4903,1404,5007,1104,1709,7607,909
E01004677,Westminster 005C,803,18,1102,5905,1606,4005,1707,1605,8104,606
E01004678,Westminster 005D,1003,18,1408,5208,1502,4702,1807,1805,8202,703
E01004679,Westminster 005E,1105,1705,1907,4706,1806,5204,1009,1803,8204,605
E01004723,Westminster 005F,1007,18,1509,4808,2205,5102,1006,1701,7905,706
E01004676,Westminster 006A,802,2109,1307,5601,1504,4309,1706,1209,85,5
E01004706,Westminster 006B,307,2605,709,75,306,25,2406,507,9004,208
E01004707,Westminster 006C,301,2406,703,7301,208,2609,2707,506,9102,205
E01004708,Westminster 006D,605,2001,1004,6406,1008,3504,1902,1209,8302,602
E01004756,Westminster 006E,8,1706,1104,6006,906,3904,18,1202,8503,503
E01004701,Westminster 007A,303,2301,309,6801,203,3109,2003,809,8709,406
E01004703,Westminster 007B,405,2608,506,6901,404,3009,1801,802,8802,401
E01004705,Westminster 007D,307,2704,407,76,203,24,2301,502,8907,207
E01004709,Westminster 007E,406,2207,1301,5807,602,4103,19,1401,8207,609
E01033600,Westminster 007F,404,28,509,7607,303,2303,1803,6,8807,308
E01033608,Westminster 007G,504,2601,405,7508,504,2402,20,707,8604,502
E01004659,Westminster 008A,405,2204,302,6207,308,3703,1305,607,8803,303
E01004660,Westminster 008B,406,2401,507,5808,403,4102,1506,604,9102,205
E01004712,Westminster 008C,405,2306,405,6903,108,3007,1308,506,8806,302
E01004727,Westminster 008D,303,2504,501,5303,303,4607,1602,609,9007,205
E01004670,Westminster 009A,1806,1304,2204,2306,1607,7604,401,3403,72,1201
E01004702,Westminster 009E,1204,1308,2104,3902,1109,6008,809,2507,7402,1102
E01033598,Westminster 009F,1403,1309,2009,3701,1304,6209,604,3201,71,1202
E01033601,Westminster 009G,11,1708,1708,4104,1103,5806,1009,3004,7408,1001
E01033602,Westminster 009H,1405,1406,2403,4102,16,5808,608,2905,7504,1006
E01033603,Westminster 009I,1506,1502,1502,53,1303,47,1205,1708,79,809
E01033604,Westminster 009J,1108,1302,1008,4007,801,5903,309,1904,7802,806
E01033605,Westminster 009K,1402,13,1903,4208,13,5702,1201,2803,7105,1201
E01004754,Westminster 010A,1002,1203,2008,4504,1808,5406,703,34,6809,1306
E01004755,Westminster 010B,807,14,1509,4204,1307,5706,1204,1906,8004,609
E01004757,Westminster 010C,1101,1402,22,4602,1501,5308,10,2408,7704,906
E01032512,Westminster 010F,1405,1103,2306,3704,1606,6206,7,2507,7708,906
E01032513,Westminster 010G,1305,15,1803,4508,1605,5402,1009,2802,7307,904
E01004713,Westminster 011A,304,2506,206,80,207,20,1003,207,93,104
E01004714,Westminster 011B,202,2309,306,6903,308,3007,1102,505,9005,203
E01004716,Westminster 011C,208,3007,209,7404,106,2506,1303,506,9004,201
E01004717,Westminster 011D,308,2301,306,8003,7,1907,806,405,9208,109
E01004762,Westminster 011E,402,21,407,6501,402,3409,805,1004,8809,307
E01004657,Westminster 012A,3,2302,109,7402,102,2508,907,609,9005,302
E01004658,Westminster 012B,507,1603,801,5109,309,4801,809,809,8607,602
E01004661,Westminster 012C,708,1903,806,5606,6,4304,1309,1204,8604,505
E01004662,Westminster 012D,406,2002,207,6709,202,3201,906,501,8904,305
E01004663,Westminster 012E,307,2506,608,6801,4,3109,1704,1106,8503,409
E01004715,Westminster 013A,504,1705,609,6106,702,3804,1203,1007,8306,602
E01004763,Westminster 013B,504,1804,2,69,301,31,804,708,8806,303
E01004765,Westminster 013D,607,2209,6,67,604,33,1305,901,8406,508
E01033595,Westminster 013E,602,1608,303,7107,403,2803,508,909,86,409
E01033596,Westminster 013F,5,1707,506,6909,307,3001,705,1505,7907,805
E01004653,Westminster 014A,307,2201,506,7902,306,2008,1701,602,8709,308
E01004654,Westminster 014B,308,2407,406,74,307,26,1804,602,8903,303
E01004656,Westminster 014D,609,2306,408,6304,609,3606,16,1001,83,605
E01004760,Westminster 014E,709,2005,1403,5803,1208,4107,1906,1508,8104,706
E01033606,Westminster 014F,603,2203,409,6609,607,3301,1102,603,8708,506
E01033607,Westminster 014G,403,1902,608,7503,309,2407,1107,907,8309,506
E01004680,Westminster 015A,409,2307,501,6906,107,3004,1209,607,8909,3
E01004683,Westminster 015B,305,2705,4,6708,2,3202,1809,704,9202,104
E01004684,Westminster 015C,1108,1601,904,3809,607,6101,1206,1601,8206,8
E01004686,Westminster 015E,805,1104,8,3808,307,6102,1106,2006,8004,907
E01033593,Westminster 015F,1002,1206,11,3709,1004,6201,805,1409,8703,5
E01033594,Westminster 015G,901,1607,803,5609,609,4301,803,1408,8107,7
E01004681,Westminster 016A,401,2502,408,6207,207,3703,1504,509,8906,307
E01004682,Westminster 016B,602,2008,307,6206,304,3704,1202,606,9003,4
E01004694,Westminster 016C,501,2207,308,6702,303,3208,1009,504,9107,109
E01004697,Westminster 016D,504,2501,407,6903,204,3007,1502,703,8709,404
E01004700,Westminster 016E,4,1906,405,6909,304,3001,1509,405,9203,203
E01004652,Westminster 017A,701,1907,402,5507,501,4403,1203,606,8605,407
E01004693,Westminster 017B,508,2304,303,7309,303,2601,15,409,91,302
E01004695,Westminster 017C,308,22,306,6206,507,3704,1009,407,9104,205
E01004696,Westminster 017D,909,15,1309,5201,806,4709,1407,1907,7305,11
E01004698,Westminster 017E,505,2003,503,6408,404,3502,1202,509,9007,208
E01004699,Westminster 017F,702,1902,409,6809,209,3101,1207,6,90,307
E01004734,Westminster 018A,802,1701,409,6208,306,3702,504,1208,8302,6
E01004735,Westminster 018B,503,1904,501,7305,506,2605,706,13,8106,602
E01004736,Westminster 018C,203,2805,108,7604,202,2306,1206,307,9303,103
E01004761,Westminster 018D,302,1904,309,6506,3,3404,907,706,8908,204
E01004687,Westminster 019A,202,2602,301,8304,106,1606,1308,604,9205,2
E01004688,Westminster 019B,305,2601,508,5702,106,4208,1003,204,9302,102
E01004689,Westminster 019C,303,2601,403,7401,301,2509,1401,606,9304,109
E01004690,Westminster 019D,207,2608,501,8104,3,1806,14,609,9404,101
E01004691,Westminster 019E,301,2103,5,6902,204,3008,808,705,9005,203
E01004692,Westminster 019F,105,2702,506,5605,302,4305,1006,6,9101,202
E01004731,Westminster 020A,208,2706,3,7407,405,2503,1204,603,8906,303
E01004732,Westminster 020B,1601,1608,1301,6406,1103,3504,206,2406,7008,1009
E01004733,Westminster 020C,506,2506,505,7405,401,2505,1009,607,9003,207
E01004744,Westminster 020D,605,2003,508,7207,901,2703,707,1504,8102,608
E01004748,Westminster 020E,5,2708,706,81,307,19,1809,407,9006,206
E01004740,Westminster 021A,809,1806,905,6607,902,3303,1202,21,7408,806
E01004743,Westminster 021B,802,1703,1202,5509,1201,4401,1106,1202,8408,504
E01004745,Westminster 021C,506,24,806,76,506,24,17,901,8409,503
E01004746,Westminster 021D,906,1503,1401,6308,609,3603,909,1903,7708,801
E01004747,Westminster 021E,505,2102,804,7103,7,2807,1207,1107,83,509
E01004742,Westminster 022A,401,2309,305,8508,302,1402,1809,506,9002,303
E01004749,Westminster 022B,502,2204,607,7404,4,2506,1502,506,9004,207
E01004751,Westminster 022C,305,2604,308,8309,402,1601,2008,508,8809,304
E01004752,Westminster 022D,803,2107,702,7506,604,2404,1108,1207,8007,701
E01004753,Westminster 022E,5,2208,407,7807,601,2103,1205,807,8408,505
E01004666,Westminster 023B,607,2008,908,6309,802,3601,609,1408,8008,608
E01004667,Westminster 023C,701,1907,809,7005,605,2905,904,1402,7807,707
E01004668,Westminster 023D,609,2203,1209,6906,508,3004,1705,1601,8108,509
E01004750,Westminster 023E,505,1901,601,6709,602,3201,1101,16,7902,806
E01033597,Westminster 023F,704,1308,706,6508,907,3402,707,1105,8306,502
E01033599,Westminster 023G,1004,1201,2509,4903,1506,5007,308,2009,8209,702
E01004665,Westminster 024A,1004,1407,1905,5105,1108,4805,7,2808,7409,908
E01004669,Westminster 024B,905,1502,1406,5801,10,4109,1203,2403,7505,809
E01004737,Westminster 024C,704,2602,1103,7506,601,2404,702,2003,8008,705
E01004738,Westminster 024D,404,2304,309,8106,407,1804,1408,708,86,5
E01004739,Westminster 024E,206,1905,202,8505,108,1405,102,602,8505,307
E01004741,Westminster 024F,5,1508,902,7404,605,2506,1406,1501,8305,506
E01000027,Barking and Dagenham 001A,1103,1801,2405,7107,1303,2803,2809,3406,7802,603
E01000028,Barking and Dagenham 001B,1402,1508,2408,5709,2107,4201,2009,3101,7702,9
E01000029,Barking and Dagenham 001C,704,3205,1104,6309,1302,3601,3104,3303,7308,705
E01000030,Barking and Dagenham 001D,1401,1507,2701,6507,1807,3403,1703,3002,7807,607
E01000031,Barking and Dagenham 002A,801,2704,1302,4908,1508,5002,44,1906,8006,409
E01000032,Barking and Dagenham 002B,10,2406,1508,6203,1206,3707,3306,26,7902,606
E01000110,Barking and Dagenham 002C,703,3205,14,5504,1604,4406,4801,22,8101,5
E01000111,Barking and Dagenham 002D,1003,2107,1701,61,1608,39,3302,2805,8109,501
E01000112,Barking and Dagenham 002E,9,2307,1605,4909,1707,5001,3507,2201,8207,409
E01000113,Barking and Dagenham 002F,906,2201,1407,4903,1701,5007,3905,18,8307,406
E01000034,Barking and Dagenham 003A,807,25,1907,7605,1602,2305,3301,3805,7301,904
E01000037,Barking and Dagenham 003B,1208,3604,902,8304,9,1606,5207,2205,8402,405
E01000038,Barking and Dagenham 003C,609,2907,1201,8305,704,1605,3509,3207,7908,506
E01000039,Barking and Dagenham 003D,703,3003,15,8002,907,1908,4402,2809,8108,503
E01000063,Barking and Dagenham 004A,1106,2008,1905,7307,1403,2603,3304,3004,7803,6
E01000100,Barking and Dagenham 004B,1207,2101,20,7002,1307,2908,3408,3003,7907,604
E01000101,Barking and Dagenham 004C,807,2102,1708,7006,1509,2904,33,3202,7803,902
E01000109,Barking and Dagenham 004D,10,2408,1803,6006,16,3904,4008,2503,8302,406
E01000114,Barking and Dagenham 004E,605,2608,1707,5809,2209,4101,3706,2702,8207,502
E01000033,Barking and Dagenham 006A,1302,1802,2008,76,1509,24,2501,3505,7808,605
E01000060,Barking and Dagenham 006B,12,1703,1904,6509,2302,3401,2502,31,8005,506
E01000061,Barking and Dagenham 006C,1806,10,3404,6405,25,3505,808,3007,8208,503
E01000062,Barking and Dagenham 006D,1203,2109,1803,6404,2309,3506,30,3103,8005,605
E01000064,Barking and Dagenham 006E,909,2204,2007,6704,2308,3206,2901,3209,7601,602
E01000065,Barking and Dagenham 007A,1104,1702,1504,7103,18,2807,24,3507,7308,1006
E01000078,Barking and Dagenham 007B,12,1707,2309,6901,1504,3009,2807,3202,8001,603
E01000080,Barking and Dagenham 007C,1303,21,2005,6902,1806,3008,3108,3109,7803,803
E01000081,Barking and Dagenham 007D,808,2404,1904,6803,20,3107,3607,3204,8003,606
E01000082,Barking and Dagenham 007E,1005,1607,1706,71,1701,29,29,2907,8009,509
E01000083,Barking and Dagenham 007F,1006,2008,2308,6708,17,3202,3005,3109,7809,702
E01000102,Barking and Dagenham 007G,1103,1907,19,7008,1505,2902,3208,32,7808,703
E01000021,Barking and Dagenham 008A,1302,1302,2002,5401,1906,4509,2702,2507,8004,705
E01000022,Barking and Dagenham 008B,1002,1808,2306,6305,1904,3605,3301,2709,7907,605
E01000023,Barking and Dagenham 008C,1101,20,1304,5504,1701,4406,2804,2706,7909,603
E01000024,Barking and Dagenham 008D,902,2002,2201,5509,2105,4401,3501,2808,8105,606
E01000025,Barking and Dagenham 008E,1007,2105,2209,6902,1502,3008,3002,3205,7903,706
E01000077,Barking and Dagenham 008F,1108,1903,2201,6701,2004,3209,3106,3104,7807,705
E01000015,Barking and Dagenham 009A,1107,1609,26,6605,2104,3305,2606,26,8303,503
E01000016,Barking and Dagenham 009B,901,2302,1805,7005,1801,2905,3304,3406,82,604
E01000017,Barking and Dagenham 009C,808,20,1806,6904,1904,3006,3303,3103,7905,702
E01000018,Barking and Dagenham 009D,1004,1906,2205,7106,1705,2804,3503,32,8004,603
E01000079,Barking and Dagenham 009E,1006,1707,1902,6901,1708,3009,2902,33,77,807
E01000035,Barking and Dagenham 010A,902,2409,1609,6701,1804,3209,3303,2806,8001,608
E01000036,Barking and Dagenham 010B,603,2801,1007,5709,2104,4201,4508,2505,8404,303
E01000107,Barking and Dagenham 010C,903,2906,1705,7103,1608,2807,3708,3306,7906,509
E01000108,Barking and Dagenham 010D,904,29,1603,6707,18,3203,3304,2603,8208,501
E01000066,Barking and Dagenham 011A,704,18,1305,4707,903,5203,3705,25,8203,502
E01000067,Barking and Dagenham 011B,807,24,13,4604,1208,5306,3803,2301,8305,406
E01000069,Barking and Dagenham 011C,403,2803,906,4509,601,5401,5105,2005,8505,309
E01000070,Barking and Dagenham 011D,8,2906,805,42,706,58,4003,2208,8202,404
E01000071,Barking and Dagenham 011E,8,2405,11,3805,1205,6105,38,2203,8309,5
E01000057,Barking and Dagenham 012A,904,1801,2505,6409,2207,3501,2706,2608,8103,509
E01000073,Barking and Dagenham 012B,1002,19,1909,7008,1409,2902,3401,3006,7804,708
E01000074,Barking and Dagenham 012C,904,1904,2103,72,1605,28,2808,2903,7903,605
E01000075,Barking and Dagenham 012D,902,2507,1401,73,1307,27,3406,3108,7904,707
E01000076,Barking and Dagenham 012E,11,1805,1903,6403,2008,3507,2805,3602,79,509
E01000013,Barking and Dagenham 013A,1001,2301,2008,6806,1701,3104,2606,3305,7906,902
E01000014,Barking and Dagenham 013B,1104,23,1707,75,1501,25,2808,3104,8001,603
E01000059,Barking and Dagenham 013C,10,1909,2304,7305,1705,2605,3202,34,7901,606
E01000084,Barking and Dagenham 013D,908,1903,2001,7004,1706,2906,2701,3103,8004,601
E01000085,Barking and Dagenham 013E,14,2202,1809,6808,1706,3102,2203,3506,7805,601
E01000086,Barking and Dagenham 013F,1004,2109,1805,6602,2008,3308,3205,3005,8001,505
E01000103,Barking and Dagenham 014A,1208,1805,24,5904,2801,4006,31,2906,83,601
E01000104,Barking and Dagenham 014B,1507,1405,2008,6306,2505,3604,1506,2803,8302,509
E01000105,Barking and Dagenham 014C,1503,18,2001,6703,2105,3207,16,3501,7703,602
E01000106,Barking and Dagenham 014D,1107,1701,1807,6109,2608,3801,1709,2802,7705,7
E01000007,Barking and Dagenham 015A,1109,1307,1201,3106,28,6804,1504,1502,8501,5
E01000008,Barking and Dagenham 015B,18,1006,2208,3104,3702,6806,1203,2101,8607,307
E01000010,Barking and Dagenham 015C,907,2202,1207,2806,2004,7104,17,1202,8806,301
E01000012,Barking and Dagenham 015D,1007,1202,2009,2801,2709,7109,2205,1404,8804,304
E01000006,Barking and Dagenham 016A,905,2107,909,3207,1004,6703,3805,1802,8601,402
E01000009,Barking and Dagenham 016B,10,1904,10,2308,1209,7602,2109,1806,81,608
E01000011,Barking and Dagenham 016C,1002,14,1102,2102,808,7808,3103,18,8207,5
